Topic,Count,Name,Representation,Llama2,Representative_Docs
90,66,90_glacier_glaciers_peak_grindelwald,"['glacier', 'glaciers', 'peak', 'grindelwald', 'continental divide', 'caves', 'national park', 'divide', 'glacier glacier', 'blum']","['Glaciers in National Parks', '', '', '', '', '', '', '', '', '']","['tyndall glacier is a small cirque glacier in rocky mountain national park in the u.s . state of colorado . tyndall glacier is on the east side of the continental divide and in a cirque to the north of hallett peak . tyndall glacier is both an ice and a', 'glaciers , the kahutea glacier to the south and the white glacier to the northeast .', 'swiftcurrent glacier is in glacier national park in the u.s . state of montana . the glacier is on the east ( glacier county ) side of the continental divide ar te known as the garden wall . swiftcurrent glacier is one of several glaciers that are being monitored to']"
91,66,91_pass_mountain pass_road_mountain,"['pass', 'mountain pass', 'road', 'mountain', 'high mountain', 'route', 'mountains', 'valley', 'teton', 'crosses']","['Mountain passes', '', '', '', '', '', '', '', '', '']","['the tremalzo pass ( italian passo del tremalzo ) ( el . 1702 m. ) is a mountain pass in trentino in italy . it lies near trento and lake garda . the pass road was built for strategic reasons during world war i . the south side of the', 'berthoud pass ( b r d burth d el . 11 , 307 ft . 3446 m. ) is a high mountain pass in the rocky mountains of central colorado in the united states . the pass is located west of denver , and provides a high route between upper', 'passo di tartano is a mountain pass that links the village of tartano in valtellina with valleve in val brembana . there is not a road that cross the pass , during summer the pass is a popular destination for hikers . the pass is covered of snow usually form']"
92,65,92_diocese_roman catholic_roman_catholic,"['diocese', 'roman catholic', 'roman', 'catholic', 'archdiocese', 'latin', 'catholic diocese', 'dioecesis', 'suffragan', 'ecclesiastical']","['Roman Catholic Dioceses', '', '', '', '', '', '', '', '', '']","['the roman catholic diocese of maasin ( lat dioecesis maasinensis ) is a diocese of the latin rite of the roman catholic church in the philippines . erected in 1968 , the diocese was created from territory in the archdiocese of palo . the diocese has experienced no jurisdictional changes', 'the roman catholic diocese of soissons is a diocese of the latin rite of the roman catholic church , in france . the diocese is suffragan to the archdiocese of reims and corresponds , with the exception of two hamlets , to the entire department of aisne . the current', 'the roman catholic diocese of bridgetown ( latin dioecesis pontipolitana ) is a diocese of the latin rite of the roman catholic church in the caribbean . the diocese encompasses the entirety of the former british dependency of barbados . the diocese is a suffragan of the archdiocese of port']"
93,64,93_river_creek_tributary_flows,"['river', 'creek', 'tributary', 'flows', 'stream', 'miles', 'drains', 'joins', 'battle creek', 'brook']","['Rivers and Creeks', '', '', '', '', '', '', '', '', '']","['hunlock creek ( also known as hunlocks creek ) is a tributary of the susquehanna river in luzerne county , pennsylvania , in the united states . it is approximately 7.8 miles ( 12 . 6 km ) long and flows through lehman township and hunlock township . the watershed', 'the battle creek river ( simply battle creek on federal maps ) is a river in the u.s . state of michigan . it is a tributary of the kalamazoo river , joining it at battle creek , michigan . the kalamazoo river empties into lake michigan . the river', 'county , and the stream flows north to the city of charlotte , then southwest through the village of bellevue and empties into the kalamazoo river at the city of battle creek . tributaries of the battle creek river include wanadoga creek , ellis creek , crooked brook , goose']"
94,64,94_chess_grandmaster_chess championship_olympiad,"['chess', 'grandmaster', 'chess championship', 'olympiad', 'fide', 'chess olympiad', 'world chess', 'chess grandmaster', 'championship', 'rating']","['Chess Championships and Grandmasters', '', '', '', '', '', '', '', '', '']","['at second reserve board at the 33rd chess olympiad in elista ( 7 1 2 ) in 2000 , at third board at the 34th chess olympiad in istanbul ( 5 2 4 ) in 2002 , at first reserve board at the 35th chess olympiad in bled ( 3', 'dorian rogozenko ( also spelled rogozenco born 18 august 1973 ) is a romanian chess grandmaster ( 2002 ) and champion of moldova in 1994 . he took part in the fide world chess championship 2002 , but was knocked out in the first round by mikhail gurevich . he', 'has university in istanbul . he began with chess playing at the age of seven . in 1999 , emre can participated at the chess championship held in antalya , turkey becoming second in his age group . in 2000 , he took part at the world youth chess championship']"
95,63,95_wrestling_cmll_lucha_professional wrestling,"['wrestling', 'cmll', 'lucha', 'professional wrestling', 'mexico', 'lucha libre', 'libre', 'event', 'match', 'el']","['CMLL Professional Wrestling Events', '', '', '', '', '', '', '', '', '']","['the gran alternativa 2014 was a professional wrestling tournament event produced by consejo mundial de lucha libre ( cmll ) that took place from january 31 until february 14 , 2014 over the course of two cmll super viernes shows , with the finals on the arena mexico 57th anniversary', 'infierno en el ring ( 2012 ) ( spanish for "" inferno in the ring "" ) was a major professional wrestling event produced by consejo mundial de lucha libre ( cmll ) , which took place on july 19 , 2013 in arena m xico , mexico city ,', ""in february 2012 the mexican professional wrestling promotion consejo mundial de lucha libre ( cmll ) held four cmll super viernes shows , all of which took place in arena m xico on friday nights . some of the matches from super viernes were taped for cmll 's weekly shows""]"
96,61,96_baronet_mp_sir_member parliament,"['baronet', 'mp', 'sir', 'member parliament', 'parliament', 'parliament mp', 'party politician', 'house commons', 'commons', 'baron']","['\nPolitical figures with titles', '', '', '', '', '', '', '', '', '']","['sir matthew white ridley , 4th baronet ( 9 september 1807 25 september 1877 ) was a conservative party politician in the united kingdom . he was appointed high sheriff of northumberland for 1841 and then served as member of parliament ( mp ) for northumberland north from 1859 to', 'sir william bagge , 1st baronet ( 17 june 1810 12 february 1880 ) was a conservative party politician in the united kingdom . he was member of parliament ( mp ) for west norfolk from 1837 to 1857 , and from 1865 to 1880 . he was made a', 'sir edmund filmer , 9th baronet ( 11 july 1835 17 december 1886 ) was an english conservative party politician . he was elected to the house of commons at the 1859 general election as a member of parliament ( mp ) for west kent . the seat had previously']"
97,61,97_wrestler_japan_professional debut_japanese,"['wrestler', 'japan', 'professional debut', 'japanese', 'rank', 'division', 'prefecture japan', 'reached division', 'tokyo', 'sh']","['Japanese Sumo Wrestlers', '', '', '', '', '', '', '', '', '']","['takayasu akira ( takayasu akira , born february 28 , 1990 in tsuchiura , japan ) is a japanese sumo wrestler . he made his professional debut in 2005 , and reached the top makuuchi division in 2011 , the first wrestler born in the heisei era to do so', 'tokitsunada hironori ( born 2 august 1969 as hironori yoshioka ) is a former sumo wrestler from waki , tokushima , japan . he made his professional debut in march 1985 , and reached the top division in may 1992 . his highest rank was maegashira 4 . he retired', 'tosayutaka y ya ( born 10 march 1985 ) is a former sumo wrestler from tosa city , k chi prefecture , japan . he made his professional debut in march 2007 , reaching the top makuuchi division in july 2009 . his highest rank was maegashira 1 . after']"
98,60,98_prison_correctional_inmates_facility,"['prison', 'correctional', 'inmates', 'facility', 'security', 'prisoners', 'state prison', 'prisons', 'prison located', 'medium security']","['Prisons and Correctional Facilities', '', '', '', '', '', '', '', '', '']","['the saguaro correctional center ( scc ) is a private prison for male inmates , owned and operated by the corrections corporation of america ( cca ) located in eloy , pinal county , arizona . the prison contracts with the hawaii department of public safety . as of 2016', 'the federal correctional institution , milan ( fci milan ) is a u.s . federal prison in york charter township , michigan , near milan . it is operated by the federal bureau of prisons . this prison is a low security facility for male inmates . its adjacent federal', 'the federal correctional institution ( fci greenville ) is a medium security united states federal prison for male offenders in illinois , with an adjacent satellite prison camp for minimum security female offenders . it is operated by the federal bureau of prisons , a division of the united states']"
99,58,99_restaurant_michelin_grill_michelin star,"['restaurant', 'michelin', 'grill', 'michelin star', 'cole', 'ebbitt', 'chef', 'hotel', 'star', 'restaurant awarded']","['Restaurant awards and chefs', '', '', '', '', '', '', '', '', '']","['restaurant soign is a restaurant in bussum , netherlands . it is a fine dining restaurant that was awarded one michelin star for the period 2010 present . in 2013 , gaultmillau awarded the restaurant 13 out of 20 points . head chef of soign is dennis jong , former', 'at the restaurant . romnney also attended the restaurant in 2012 .', 'the michelin stars , head chef was wulf engel . in 1991 , he sold the restaurant to his , by then , ex wife marianne and left the restaurant . as a consequences , the restaurant lost its michelin star . hotel restaurant de kastanjehof is a member of']"
100,56,100_court_judge_justice_law,"['court', 'judge', 'justice', 'law', 'supreme', 'supreme court', 'district', 'law school', 'united states', 'district court']","['American Legal History', '', '', '', '', '', '', '', '', '']","['james clark mcreynolds ( february 3 , 1862 august 24 , 1946 ) was an american lawyer and judge who served as united states attorney general under president woodrow wilson and as an associate justice of the united states supreme court . he served on the court from october 12', 'as a judge on the supreme court of missouri .', 'richard elihu sloan ( june 22 , 1857 december 13 , 1933 ) was an american jurist and politician , who served as associate justice on the arizona territorial supreme court , a united states district court judge and as the 17th and final governor of arizona territory . as']"
101,56,101_brigade_battalion_infantry_world war,"['brigade', 'battalion', 'infantry', 'world war', 'war', 'army', 'division', 'unit', 'combat', 'war ii']","['Military Units and Their Significance in World Wars', '', '', '', '', '', '', '', '', '']","['in the 116th infantry brigade combat team .', 'remembrance in melbourne . the unit perpetuates the name of the famous 39th battalion , an infantry battalion that fought during both world war i and world war ii , which played a significant part in the kokoda track campaign in 1942 43 , fighting against the japanese . it', 'the alpini brigade julia is a light infantry brigade of the italian army , specializing in mountain combat . its core units are the alpini , the mountain infantry corps of the italian army , that distinguished itself in combat during world war i and world war ii . the']"
102,56,102_composed_waltz_piano_composer,"['composed', 'waltz', 'piano', 'composer', 'op', 'variations', 'strauss', 'piece', 'johann', 'music']","['Classical Music Composition', '', '', '', '', '', '', '', '', '']","['the grande valse brillante in e flat major , op . 18 , was composed by fr d ric chopin in 1833 and published in 1834 . this was his first published waltz composition for solo piano , although prior to 1834 he had written at least sixteen waltzes that', ""gunstwerber ( or die gunstwerber english wooers of favour ) , op . 4 , is a waltz by johann strauss ii . it was first played on 15 october 1844 at strauss' d but as a composer in dommayer 's casino in hietzing , vienna , along with several"", 'variations on a theme of corelli ( russian . , variatsii na temu a . koreli ) , op . 42 , is set of variations for solo piano , written in 1931 by the russian composer sergei rachmaninoff . he composed them at his holiday home in switzerland .']"
103,56,103_play_theatre_stig_directed,"['play', 'theatre', 'stig', 'directed', 'film', 'christie', 'agatha', 'agatha christie', 'talley', 'starred']","['Plays and Theatre Productions', '', '', '', '', '', '', '', '', '']","['the habit of art is a 2009 play by english playwright alan bennett , centred on a fictional meeting between w . h . auden and benjamin britten while britten is composing the opera death in venice . it premiered on 5 november 2009 at the lyttelton theatre at the', 'in the 1950s but had previously been revised into a 1952 novel published under the nom de plume of mary westmacott . fischbach had a copy of the play available and in looking through it , found another manuscript headed chimneys a play in three acts by agatha christie .', ""morecambe celebrates the life of eric morecambe and is based on his life in the entertainment industry . the play premiered at the edinburgh festival fringe in the summer of 2009 and transferred to the duchess theatre in london 's west end for a limited christmas season running from 9""]"
104,55,104_railway_station_zurich_bahn,"['railway', 'station', 'zurich', 'bahn', 'railway station', 'line', 'rich', '565', 'baden', 'station served']","['Swiss Railway Stations', '', '', '', '', '', '', '', '', '']","['z rich wipkingen railway station ( german bahnhof z rich wipkingen ) is a railway station in the wipkingen quarter of the swiss city of z rich . it is served by line s24 of the z rich s bahn . to the north of wipkingen station , the line', 'm llheim wigoltingen railway station is a railway station in the swiss canton of thurgau . it lies on the border between the municipality of wigoltingen and the municipality of m llheim . the station is located on the winterthur romanshorn railway line . it is an intermediate stop on', 'thalwil is a railway station in the municipality of thalwil in the swiss canton of z rich . the station is located on the lake zurich left bank ( zurich to chur ) main line and zurich to lucerne main line railways . to the zurich side of the station']"
105,54,105_frog_subtropical_subtropical tropical_tropical,"['frog', 'subtropical', 'subtropical tropical', 'tropical', 'forests', 'moist', 'tropical moist', 'natural habitats', 'habitats', 'habitats subtropical']","['Amphibian Habitats in Subtropical Regions', '', '', '', '', '', '', '', '', '']","['kaloula walteri is a species of frog in the microhylidae family . it is endemic to the philippines . its natural habitats are subtropical or tropical moist lowland forests , subtropical or tropical moist montane forests , subtropical or tropical moist shrubland , rivers , intermittent rivers , arable land', 'nymphargus prasinus is a species of frog in the centrolenidae family , formerly placed in cochranella . it is endemic to colombia . its natural habitats are subtropical or tropical moist lowland forests , subtropical or tropical moist montane forests , and rivers . it is threatened by habitat loss', 'hyperolius endjami is a species of frog in the hyperoliidae family . it is endemic to cameroon . its natural habitats are subtropical or tropical moist lowland forests , subtropical or tropical swamps , subtropical or tropical moist montane forests , shrub dominated wetlands , freshwater marshes , and intermittent']"
106,53,106_cartoon_animated_directed_short,"['cartoon', 'animated', 'directed', 'short', 'warner bros', 'bros', 'film', 'warner', 'disney', 'walt']","['Classic American Cartoons', '', '', '', '', '', '', '', '', '']","[""puttin' on the dog is a 1944 american one reel animated cartoon and is the 16th tom and jerry short directed by william hanna and joseph barbera and produced by fred quimby . it was released in theatres on 28 october 1944 , by metro goldwyn mayer . the cartoon"", 'lumber jack rabbit is a 1953 3d looney tunes animated comedy short film directed by chuck jones and featuring bugs bunny . with a story by michael maltese , the short was released by warner bros . pictures on september 26 , 1953 . it was notable as the first', ""what 's opera , doc ? is a 1957 american animated cartoon short in the merrie melodies series , directed by chuck jones for warner bros . cartoons . the michael maltese story features elmer fudd chasing bugs bunny through a parody of 19th century classical composer richard wagner 's""]"
107,53,107_israel_iranian_iran_irgun,"['israel', 'iranian', 'iran', 'irgun', 'israeli', 'persian', 'syria', 'tehran', 'journal', 'jewish']","['Israeli-Iranian Proxy Conflict', '', '', '', '', '', '', '', '', '']","["". in iran 's foreign policy israel is conceptualized as a zionist regime that threatens vulnerable people and islamic religion itself . it is known as ideological enemy for iran ."", ""israeli official told the associated press in january 2014 . some experts say that while the encroaching militant forces on israel 's border will heighten security measures , the advancements are not likely to create significant changes to israel s policy disengagement in the syria crisis . iran , in"", 'the israel iran proxy conflict or israeli iranian proxy war is the ongoing indirect conflict between israel and iran . the conflict is bound in the political struggle between iranian leadership and israel , with the counter aim of israel to prevent alleged nuclear weapons from the iranian government and']"
108,52,108_costa_hindwings_whitish_dorsum,"['costa', 'hindwings', 'whitish', 'dorsum', 'grey', 'blackish', 'beneath', 'apex', 'oblique', 'ochreous']","['Butterfly Wing Markings', '', '', '', '', '', '', '', '', '']","['there is a dark fuscous basal patch and a suffused grey whitish dorsal streak to a large dark fuscous blotch in disc before the middle , succeeded by a small ochreous brown suffusion towards the dorsum . the hindwings are grey .', 'preceded by whitish suffusion , and followed by a very irregular oblique white streak reaching half across the wing , this followed by a dark fuscous streak becoming a blackish spot on the costa , beyond which is a fine curved whitish subterminal line enlarged into a white mark on', 'whitish towards the costa . the hindwings are dark fuscous .']"
109,52,109_poker_winnings_poker player_series poker,"['poker', 'winnings', 'poker player', 'series poker', 'professional poker', '000', 'winnings exceed', 'tournament winnings', 'world series', 'live tournament']","['Professional Poker Players and Their Winnings', '', '', '', '', '', '', '', '', '']","[""2 , 500 no limit hold'em event at the sixth annual five star world poker classic , earning 248 , 800 . as of 2008 , dicken 's total live tournament winnings exceed 1 , 800 , 000"", ""john paul kelly , known as j.p . kelly , is a professional poker player from aylesbury , england . kelly is a two time world series of poker bracelet winner , having won the 2009 world series of poker 1 , 500 pot limit hold'em event in las vegas"", ""in the 1 , 500 no limit hold'em shootout at the 2006 world series of poker . as of 2008 , his total live tournament winnings exceed 1 , 200 , 000 . his 5 cashes as the wsop account for 648 , 210 of those winnings .""]"
110,50,110_ambassador_president_ambassador united_united nations,"['ambassador', 'president', 'ambassador united', 'united nations', 'states ambassador', 'ogi', 'mcnee', 'policy', 'holmes', 'diplomat']","['American Diplomats and Ambassadors', '', '', '', '', '', '', '', '', '']","['2005 to 2007 , he was the elected president of the 13 , 700 member american foreign service association , which is the professional association and exclusive representative of the united states foreign service . ambassador holmes served as the u.s . ambassador to the republic of burkina faso from', 'james c . swan ( born 1963 ) is an american diplomat . from october 2008 to june 2011 , he served as the united states ambassador to djibouti . in august 2013 , he was appointed the u.s . ambassador to the democratic republic of congo . swan is', 'warren w . tichenor ( born in harlingen , texas in 1960 ) served as the 16th united states ambassador to the united nations and other international organizations in geneva . he served under president george w . bush , and was sworn in on 12 june 2006 after being']"
111,50,111_indian_indian army_infantry_army,"['indian', 'indian army', 'infantry', 'army', 'chinese', 'brigade', 'ming', 'japanese', 'war', 'zhang']","['Historical Development of the Indian Army', '', '', '', '', '', '', '', '', '']","['during this time the regiment took part in the first afghan war , the first sikh war and world war i . after world war i the indian government reformed the indian army again , moving from single battalion regiments to multi battalion regiments . the 8th rajputs now became', ""the 59 bengal native infantry finally evolved as 8th rajputs' and was an infantry battalion of the british indian army . they could trace their origins to 1798 when they were the 1st battalion , 30th bengal native infantry . over the years the regiment became known by a number"", 'the 7th indian infantry brigade was an infantry brigade of the indian army during world war ii . it was formed in september 1939 , by the redesignation of the poona independent brigade as the 7th indian infantry brigade and renumbered 4th in june 1940 , a second 7th brigade']"
112,49,112_length_cm_centimetres_length 22,"['length', 'cm', 'centimetres', 'length 22', 'maximum', 'species', 'ft', 'scorpion', 'millimetres', 'tl']","['Length of a species', '', '', '', '', '', '', '', '', '']","[') . this species can reach a length of 22 . 2 centimetres ( 8 . 7 in ) tl . this species can also be found in the aquarium trade .', '. it can grow to 46 cm ( 18 in ) in total length and 1.2 kg ( 2 . 6 lb ) in weight . this species is of minor importance to local commercial fisheries , is popular as a game fish , and can be found in the', '. it can grow up to 47 centimetres ( 19 in ) in length , though its length is typically around 31 centimetres ( 12 in ) . its maximum recorded weight is 1 . 215 kilograms ( 2 . 68 lb ) , and it can live for up']"
113,48,113_mclaren_ferrari_driver_race,"['mclaren', 'ferrari', 'driver', 'race', 'lap', 'alonso', 'vettel', 'massa', 'formula', 'hamilton']","['Formula One racing', '', '', '', '', '', '', '', '', '']","[""championship leader , red bull 's sebastian vettel who started from pole position . ferrari 's fernando alonso was second and mclaren 's jenson button third . winner vettel extended his lead in the world drivers' championship to 58 points over lewis hamilton who was sixth . mark webber finished"", 'of the 2008 formula one season . the 71 lap race was won by ferrari driver felipe massa after starting from pole position . fernando alonso finished second in a renault , and kimi r ikk nen third in a ferrari . massa started the race alongside toyota driver jarno', 'of the 2007 formula one season and was won by mclaren mercedes driver lewis hamilton . his teammate , fernando alonso , finished the race in second position whilst ferrari driver , felipe massa , completed the podium by finishing third . this was the debut race of the future']"
114,47,114_tunnel_tunnels_road_ft,"['tunnel', 'tunnels', 'road', 'ft', 'ft long', 'traffic', 'constructed', 'lighting', 'direction', 'long']","['Road Tunnels', '', '', '', '', '', '', '', '', '']","[""the village of austrepollen at the head of maurangsfjorden in kvinnherad municipality . the tunnel runs under the large folgefonna glacier and folgefonna national park . the tunnel opened in 2001 and is norway 's third longest road tunnel . it reduced travel time between these two places from four"", 'the limerick tunnel ( irish toll n luimnigh ) is a 675 metre long ( 2 , 215 ft ) , twin bore road tunnel underneath the river shannon on the outskirts of limerick city . the tunnel forms part of the n18 limerick southern ring road . the tunnel', 'the kingsway tunnel ( or wallasey tunnel ) is a toll road tunnel under the river mersey between liverpool and wallasey . the 1.5 mi ( 2 . 4 km ) tunnel carries the a59 . it was built because the queensway tunnel which was built in the 1930s to']"
115,47,115_stadium_field_baseball_home,"['stadium', 'field', 'baseball', 'home', 'campus', 'dix', 'finley', 'pittsburg', 'football', 'school']","['College and University Athletic Facilities', '', '', '', '', '', '', '', '', '']","['street , just east of state route 261 and is the center piece of what has become an athletic complex . from 1997 2005 , the field hockey team also played its games at the stadium until a new field hockey stadium was constructed behind dix stadium . the ksu', 'vincent beck stadium ( formerly cardinal field ) is a ballpark located in beaumont , texas on jim gilligan way on the campus of lamar university . the stadium was built in 1969 and has a current capacity of 3 , 500 spectators . it is the home stadium of', 'carnie smith stadium ( formerly brandenburg stadium ) is the football stadium for pittsburg state university in pittsburg , kansas . the stadium is nicknamed "" the jungle "" ( after the school \'s mascot , the gorilla ) , or "" the pitt . "" built in 1923 ,']"
116,46,116_1956_1866_1846_bates,"['1956', '1866', '1846', 'bates', 'nicholls', '23x', 'chaudoir', 'monolistra', 'callinectes', '1978']","['Beetles (Ardistomis) and their classification', '', '', '', '', '', '', '', '', '']","['ardistomis is a genus of beetles in the family carabidae , containing the following species ardistomis aeneus putzeys , 1866 ardistomis alticola darlington , 1935 ardistomis annona putzeys , 1846 ardistomis arechavaletae putzeys , 1866 ardistomis aschnae makhan , 2010 ardistomis atripennis putzeys , 1866 ardistomis brevis putzeys , 1866', 'croatia monolistra spinosa ( racovitza , 1929 ) 23x slovenia monolistra spinosissima ( racovitza , 1929 ) 23x slovenia enmonolistra gerstaecker , 1856 monolistra caeca gerstaeker , 1856 23x slovenia , 23x italy , 23x croatia monolistra monstruosa sket , 1970 23x bosnia and herzegovinamonolistrella sket , 1964 monolistra velkovrhi', 'the iucn red list microlistra gerstaecker , 1856 monolistra bolei ( sket , 1960 ) 23x slovenia en monolistra calopyge sket , 1982 23x slovenia vu monolistra pretneri sket , 1964 23x croatia monolistra schottlaenderi stammer , 1930 23x italy vu monolistra sketi ( deeleman reinhold , 1971 ) 23x']"
117,46,117_festival_film_film festival_films,"['festival', 'film', 'film festival', 'films', 'international film', 'festival held', 'international', 'polish', 'cinema', 'annual']","['International Film Festivals', '', '', '', '', '', '', '', '', '']","['the odessa international film festival ( ukrainian ) is an annual film festival held in the middle of the july in odessa , ukraine . it was held for the first time 16 24 july 2010 . the festival is young . however , the organizers set before themselves a', 'the 4th yerevan golden apricot international film festival was a film festival held in yerevan , armenia from 9 14 july 2007 . more than 120 films from around the world were presented during the festival with attendance from contemporary filmmakers such as bruno dumont , leos carax , carla', 'new york polish film festival ( abbreviated to nypff , polish nowojorski festiwal film w polskich ) is a film festival held annually in new york city since 2005 . its mission is to present and promote polish cinema in the united states , to expose an american audience to']"
118,45,118_library_public library_public_hennepin county,"['library', 'public library', 'public', 'hennepin county', 'hennepin', 'minneapolis', 'libraries', 'building', 'library library', 'carnegie']","['Public Libraries in Minnesota', '', '', '', '', '', '', '', '', '']","['board by an amendment of the minneapolis city charter . minneapolis public library s first building was the main library , opened in 1889 . minneapolis public library later added community library branches to supplement the main library . the first branch was north branch , established in 1890 ,', 'the euclid public library is the public library library serving euclid , ohio . it was originally created in 1935 . in 1997 the library was expanded to a 48 , 000 sq ft ( 4 , 500 m2 ) complex . since its 1997 expansion the library has consistently', 'an eleven member advisory library board appointed by the hennepin county board of commissioners . it is a member of the metropolitan library service agency , a consortium of eight twin cities library systems . minneapolis public library was founded in 1885 with the establishment of the minneapolis public library']"
119,45,119_summer olympics_summer_olympics_event,"['summer olympics', 'summer', 'olympics', 'event', 'gymnastics', 'competition', 'held', 'men', 'olympics programme', 'shooting']","['Olympic Summer Games Events (1904-1956)', '', '', '', '', '', '', '', '', '']","[""the men 's 50 metre rifle three positions event was a shooting sports event held as part of the shooting at the 1956 summer olympics programme . it was the second appearance of the event . the competition was held on 4 december 1956 at the shooting ranges in melbourne"", ""the men 's marathon was a track and field athletics event held as part of the athletics at the 1912 summer olympics programme . it was the fifth appearance of the event , which is one of 12 athletics events to have been held at every summer olympics . the"", ""the men 's 300 metre free rifle from three positions was a shooting sports event held as part of the shooting at the 1912 summer olympics programme . it was the second appearance of the event , which had been introduced in 1908 . the competition was held on tuesday""]"
120,44,120_bbc_news_ctv_gordillo,"['bbc', 'news', 'ctv', 'gordillo', 'anchor', 'morning', 'comedian', 'television', 'reporter', 'cbc']","['Media professionals and their roles', '', '', '', '', '', '', '', '', '']","[""anne marie abeyesinghe mediwake is a canadian television news anchor . formerly co anchor of global toronto 's 6 p.m . news hour , she was hired in september 2009 by the cbc news network . in october 2010 , she became co anchor of cbc news toronto 's supper"", 'the show ran for 60 episodes until bbc choice was rebranded as bbc three . in 2003 gordillo made the final shortlist of two comics being considered by the bbc as a full time replacement for angus deayton as host of have i got news for you , although gordillo', 'on a variety of stories that did not need a specialist reporter for bbc radio , bbc news and bbc one . she soon also became a frequent relief presenter on the bbc news channel and also bbc world news , and stood in on bbc breakfast at the weekend']"
121,43,121_theatre_theater_prom_dumfries,"['theatre', 'theater', 'prom', 'dumfries', 'avenue', 'productions', 'broadway', 'venue', 'arts', 'performing arts']","['Performing Arts Venues', '', '', '', '', '', '', '', '', '']","['sidney harman hall is a theater located at sixth and f streets nw in washington , d.c . it opened officially on october 1 , 2007 . along with the existing lansburgh theatre , it comprises the new harman center for the arts , the home of the shakespeare theatre', 'the 5th avenue theatre ( often referred to as 5th avenue or the 5th ) is a landmark theatre building located in seattle , washington . it has hosted a variety of theatre productions and motion pictures since it opened in 1926 . the building and land is owned by', ""the theatre royal in dumfries , scotland is the oldest working theatre in scotland . the theatre is owned by the guild of players who bought it in 1959 , thereby saving it from demolition . the guild 's aim is to promote the tradition of live theatre in dumfries""]"
122,42,122_russian_moscow_russia_bulgarian,"['russian', 'moscow', 'russia', 'bulgarian', 'le corbusier', 'corbusier', 'ivan', 'bulgaria', 'vladimir', 'romanian']","['Russian Architecture and Politics', '', '', '', '', '', '', '', '', '']","[""yury mikhaylovich luzhkov ( russian born 21 september 1936 ) is a russian politician who was the mayor of moscow from 1992 to 2010 . he was also vice chairman and one of the founders of the ruling united russia party . during luzhkov 's time , moscow 's economy"", 'corbusier had a young moscow architecture student named sergei kozhin , a former assistant to ivan zholtovsky , as his official guide . besides assisting the swiss architect with the work for the commission of the tsentrosoyuz , kozhin would also introduce le corbusier to russian society . kozhin took', 'films , like sergei eisenstein s battleship potemkin . on his way to moscow , le corbusier had set his objective in building a movement around his ideas , familiarizing himself with soviet architectural production , and to test the atmosphere of moscow , all of which he was able']"
123,42,123_university_ewing_phi_graduated,"['university', 'ewing', 'phi', 'graduated', 'degree', 'florida', 'rutgers', 'state university', 'kappa', 'shirk']","['Academic achievements and career of Ewing', '', '', '', '', '', '', '', '', '']","['of denver and colorado state university , where he is currently professor of english . he has also taught at middlebury college , iowa state university , and the university of wisconsin . he lives in denver with his wife and their three children . milofsky has won fellowships from', ""in 2012 . he is an active member of phi kappa phi 's national honor society . he currently resides at his home in jacksonville , florida , and has returned to his alma mater , the university of north florida , where he is a graduate assistant for men"", ""place finish . released by management the following year , ewing returned to university . his educational background includes graduating from john overton comprehensive high school in 1966 , a bachelor 's degree from university of tennessee . he got his master 's degree in exercise physiology and worked on""]"
124,41,124_formula_grand prix_prix_race,"['formula', 'grand prix', 'prix', 'race', 'grand', 'motor race', 'motor', 'race held', 'formula motor', 'held']","['Formula One Racing', '', '', '', '', '', '', '', '', '']","['the 1986 hungarian grand prix was a formula one motor race held at the newly constructed hungaroring on august 10 , 1986 . it was the eleventh round of the 1986 formula one season . it was the first formula one grand prix to be held behind the iron curtain', 'the 2014 russian grand prix ( formally known as the 2014 formula 1 russian grand prix russian 2014 ) was a formula one motor race held on 12 october 2014 . the fifty three lap race was held at the sochi autodrom , a brand new circuit built on the', 'the 1997 australian grand prix was a formula one motor race held on 9 march 1997 at the melbourne grand prix circuit in albert park , melbourne . it was the first race of the 1997 formula one season . it was the second grand prix to be hosted in']"
125,41,125_engine_ford_cylinder_engines,"['engine', 'ford', 'cylinder', 'engines', 'intake', 'sho', 'aluminium', 'valve', 'used', 'vehicles']","['Automotive Engines', '', '', '', '', '', '', '', '', '']","['the toyota az engine family is a straight 4 piston engine series . the az series uses an aluminium engine block with cast iron cylinder liners and aluminium dohc cylinder heads . the engine series features many advanced technologies including slant squish combustion chambers , offset cylinder and crank centers', 'the ford pinto engine was the unofficial but generic nickname for a four cylinder internal combustion engine built by ford europe . in ford sales literature , it was referred to as the eao or ohc engine and because it was designed to the metric system , it was sometimes', 'the ford fe engine is a ford v8 engine used in vehicles sold in the north american market between 1958 and 1976 . a related engine , the ford ft engine , was used in medium and heavy trucks from 1964 through 1978 . the fe filled the need for']"
