Topic,Count,Name,Representation,Llama2,Representative_Docs
148,43,148_warmer_bottle warmer_bottle_bottles,"['warmer', 'bottle warmer', 'bottle', 'bottles', 'cooler', 'warm', 'baby food', 'food bottle', 'water', 'heat']","['Bottle Warmers for Baby Food', '', '', '', '', '', '', '', '', '']","['philips avent express baby food and bottle warmer we used our warmer for the first time , and have continued using it because we are afraid to melt the bottles , however , the water boils as soon as it gets hot , and the boiled wateer spills all over', ""munchkin car bottle warmer we had a long road trip home coming and we needed a portable bottle warmer . we took a chance on this one since it was cheap and if it did n't work we were n't out much and could stop on the way and pick"", ""the first years baby pro nursery bottle warmer i 'm on the site looking for an alternative bottle warmer because my wife and i , after four months of practice , still has n't caught the hang of it . never seems to be just the right amount of water""]"
149,42,149_box_opened_inside box_victims,"['box', 'opened', 'inside box', 'victims', 'packing', 'shipped', 'plastic wrap', 'opened box', 'inside', 'package box']","['Packaging issues with online orders', '', '', '', '', '', '', '', '', '']","["". the box was sealed with plastic wrap and it definetly appeared new . when i opened the box the name ( sung alfred sung ) is faded . i could n't figure out why the letters would be faded off . the bottom of the jar has some minor"", 'the box used to ship . i received this package in a box that was more than 3x the size of the actual unit , and the only means of packing material included in the box was 1 big brown piece of paper that failed to do its job .', 'the plastic wrap around the game was ripped when i opened the box it was shipped in .']"
150,42,150_nerf_gun_nerf strike_strike,"['nerf', 'gun', 'nerf strike', 'strike', 'darts', 'guns', 'shoots', 'shoot', 'shooting', 'longshot']","['Nerf Gun Modifications', '', '', '', '', '', '', '', '', '']","[""nerf n strike maverick colors may vary this is one of the best nerf guns . it usually shoots farther than 30 feet , and is fun to use . to me it is better than the longshot , because it is n't as heavy , and does not get"", 'problay one of the best nerf pistols out thereits a single actionbut is very good and powerfulits a great price for nerf gun too about 6 bucksand this gun will fit into teh n strikeand be it known the only dirrance on this gun from the older one sis the', '. my suggestion , buy a hasbro nerf n strike maverick , follow some of the easy mods , and have a nice concealable longer shooting gun for alot less money . nerf on !']"
151,42,151_lubricant_lube_personal_silicone,"['lubricant', 'lube', 'personal', 'silicone', 'water based', 'id', 'eros', 'slippery', 'glide', 'based']","['Personal Lubricants Comparison', '', '', '', '', '', '', '', '', '']","['swiss navy lube silicone personal lubricant you only need a very small amount and it is very slippery . it is not going to come off until you wash it off either so a few drops for her pleasure is all that is needed . use too much and she', ""maximus personal lubricant it 's a little pricey compared to other lubes , but for a water based lubricant , you really ca n't go wrong with maximus . aside from the fact that it does a good job lubricating in almost every application , it is much thicker than"", 'eros original bodyglide silicone lubricant this is the best personal lubricant on the market . we go through lots of it ) both my wife and i enjoy the way it feels .']"
152,41,152_phone_quot_voice_telephone,"['phone', 'quot', 'voice', 'telephone', 'heart', 'price laugh', 'laugh learn', 'fisher price', 'fisher', 'play puppy']","['Fisher Price toys: Laugh & Learn series', '', '', '', '', '', '', '', '', '']","['says quot i love you quot loud and clear , but instead of the heart i hear a weird sound that is somewhere between quot charge quot and quot church quot , but nowhere near the heart . so i thought the toy was defective , and called fisher price', 'fisher price laugh learn learning phone i got this toy because my son loves the phone . i was hoping to distract him from the real deal and get him to play with this one . no such luck ! this phone is a neat toy , but it does', 'fisher price laugh learn love to play puppy i recently bought this toy for my cousin . it is working fine . i would recommend this toy to anyone . only one disappointment is that the rhymes or alphabets and numbers would be heard sequentially only . that should not']"
153,40,153_thomas_wooden railway_railway_thomas friends,"['thomas', 'wooden railway', 'railway', 'thomas friends', 'friends wooden', 'wooden', 'bridge', 'friends', 'trains', 'train']","['Thomas & Friends Wooden Railway Accessories', '', '', '', '', '', '', '', '', '']","['thomas and friends wooden railway rocky my son has been asking for a crane for his thomas set for a long time so he was very happy with this itwem .', 'thomas and friends wooden railway up and away expansion pack as with all thomas products , you pay more and after awhile , you know what toexpect . then , along comes a thomas product that you know you are chargedbeyond reason , but you do it anyway . in', 'children . thomas and friends wooden railway salty engine']"
154,40,154_transfer_seller_steered_seller recommend,"['transfer', 'seller', 'steered', 'seller recommend', 'lesson learned', 'warnings', 'blame', 'lesson', 'recharging', 'product amazon']","['Product Quality and Customer Service Issues', '', '', '', '', '', '', '', '', '']","['was very frustrated with the lack of quality and tossed it away . after reading the poor reviews , which out number the good on amazon , i went with a different brand . but it too stopped working quickly . less than 30 days to be more specific .', 'confined to the vicinity of a power outlet to benefit from this , steered me away from the adapter and towards this recharging system . and the reviewers for this recharging system steered me away from the re seller vending the product through amazon . as of september 5 ,', ""the sheer number of warnings that come with this product attest to that . anyone expecting otherwise is going to be disappointed . do n't blame the product or manufacturer blame the sue happy idiots for which these warnings and modifications had to be put in place for . having""]"
155,40,155_stain_odor_remover_odor remover,"['stain', 'odor', 'remover', 'odor remover', 'urine', 'stain remover', 'stains', 'carpet', 'bissell', 'simple solution']","['Pet Stain and Odor Removers: Effectiveness and User Experience', '', '', '', '', '', '', '', '', '']","[""dog stain and odor remover we used this product with the simple solution spot spotter ultraviolet urine detector uv light to guide us to all necessary areas . there was no odor to the spray and it cleaned up the areas so well that our puppy ca n't find them"", ""simple solution cat stain odor remover , 32 ounce spray bottle i purchased the black light with the simple solution cat cleaner . the light worked great but the cleaner did n't remove the stain . i followed the instructions to no avail ..."", ""urine off odor and stain remover for cats , 1 gallon the product smells great and i followed the instructions . it did n't remove the stains off of the floor or the odor . it did mask the odor , but it was only temporary . i would n't""]"
156,40,156_nail_clipper_cut_nails,"['nail', 'clipper', 'cut', 'nails', 'sharp', 'clippers', 'cut nails', 'nail clipper', 'safari', 'trimmers']","['Dog nail care', '', '', '', '', '', '', '', '', '']","['safari professional nail trimmer i have two large dogs and it is very difficult to trim their nails with this trimmer . i have to apply a lot of pressure to get it to cut through their nails . the nail guard is nice , but for my big dogs', ""millers forge stainless steel dog nail clipper , plier style these clippers are exactly as described . they work on both my small rat terrier and my large german shepherd . i 'd always been reluctant about nail clipping but also trying to cut expenses . i decided to give"", 'seki edge stainless steel fingernail clipper this is the best nail clipper ever . nice weight . solid design for a good grip , and it is extremely sharp . i have so many pairs of these i lost count . get both finger and toe nail clippers !']"
157,40,157_wear_sweat_bonnet hair_bonnet,"['wear', 'sweat', 'bonnet hair', 'bonnet', 'headband', 'worn', 'wearing', 'worn buy', 'funk', 've worn']","['Workout Headbands', '', '', '', '', '', '', '', '', '']","['sweatvac headband huge and i have a big head . like the color and it does absorb sweat well . had to take it in so it would stay on my head during yoga !', 'care for the chin strap at all . i would recommend instead that you purchase either a bonnet hair dryer or the "" belson "" jet bonnet hair attachment ( matte gold style ) . wear one of those thin plastic hair caps ( the kind beauty stores sell in', 'fit for me and it did not come all the way down the sides or back of my head . i was terribly disappointed . i was expecting the cap to give me the same type of secure , adjustable fit of a bonnet hair dryer . i did not']"
158,39,158_cleanse_digestive_ibs_bowel,"['cleanse', 'digestive', 'ibs', 'bowel', 'colon', 'zyme', 'lactose', 'lactase', 'capsules', 'enzyme']","['Digestive Health Supplements', '', '', '', '', '', '', '', '', '']","['aerobic life mag o7 oxygen digestive system cleanser capsules , 90 count i bought this product as part of a program i am that required me to do a colon cleanse . it is awesome ! there is no cramping or unpleasantness and its safe to use on a long', 'heather \'s tummy fiber can organic acacia senegal 16 oz . for irritable bowel syndrome i originally bought this product when my daughter was struggling with ibs c as a teenager , after reading about it on the "" help for ibs "" website . not only was it a', 'digestive advantage intensive bowel support , 96 counts capsules i am tempted to stockpile this product . it worked incredibly well for me . much better than yogurt , enzymes , charcoal tabs , fiber , etc , etc . i have sufferd with ibs pretty much my entire adult']"
159,39,159_smell_smells like_smells_air wick,"['smell', 'smells like', 'smells', 'air wick', 'room smells', 'rubber', 'claire', 'fresh smell', 'swims', 'wool']","['Air fresheners and their strength', '', '', '', '', '', '', '', '', '']","[""homedics brt 150 brethe air revitalizer this definitely smells up a place and quickly . but you have to like the smell and i find it somewhat chemically , even though it 's supposed to be natural . and it gets overpowering quickly . i also think it covers up"", 'california exotics waterproof jack rabbit with floating beads this smells like paint thinner or something . it does not go away with washing or airing or anything else , and is so strong my entire room smells like a chemical factory . aside from the fact that it is a', 'carex carex inflatable ring cushion rubber this little cushion works exactly as advertised . the rubber is strong and the just soft enough . it does indeed have the "" rubber smell "" that has been noted by other reviewers , but it \'s not overpowering . that is really']"
160,39,160_rollers_curlers_heat_setter,"['rollers', 'curlers', 'heat', 'setter', 'conair', 'instant heat', 'instant', 'curls', 'hair', 'curl']","['Hair styling tools: Conair rollers and curlers', '', '', '', '', '', '', '', '', '']","[""conair xtreme instant heat multisized hot rollers , pink yes , these rollers will curl your hair . but the clips leave significant crimp marks , and there does n't seem to be any way around it . the lovely curls are definitely marred by the marks . too bad"", 'conair ts7nr rollers instant heat travel hairsetter , jumbo the only problem i found with this curlers is that only 5 come in each package . i still wish they could be bigger . i like the clippers because they stay in place . i wish they could heat up', ""conair ts7nr rollers instant heat travel hairsetter , jumbo i did n't need a full size set of rollers with varying sizes . i just needed a few large electric rollers and these fit the bill perfectly . they heat in an instant and provide the right amount of curl""]"
161,39,161_art_alex_beads_valance,"['art', 'alex', 'beads', 'valance', 'bedding set', 'bedding', 'set', 'knitting', 'loom', 'bead']","[""Kids' Crafts and Bedding"", '', '', '', '', '', '', '', '', '']","['melissa doug butterfly wooden bead set i bought this set as a christmas present for a five year old . she loved it and so did all the other children . even her seven year old brother was making necklaces ! )', 'melissa doug butterfly wooden bead set my 4 year old granddaughter really loved making me a necklace with this wooden bead set , as it is well made and easy to thread the beads onto the string .', 'trend lab window valance this valance compliments my daughters nursery wonderfully . we have the maya crib bedding set and matching valance and it looks wonderful ! i washed the valance before hanging it up , let it air dry , then hung it up and it looks great !']"
162,38,162_diva_diva cup_cup_childbirth,"['diva', 'diva cup', 'cup', 'childbirth', 'tampon', 'tampons', 'post', 'easy insert', 'organic cotton', 'menstrual']","['Menstrual Product Reviews: Diva Cup', '', '', '', '', '', '', '', '', '']","[""diva cup diva cup 2 post childbirth i so wish i had found this sooner and had n't wasted all that money on throw away products ! the diva cup is awesome . i had no problem getting it in correctly on the first try and have never had a"", ""diva cup diva cup 2 post childbirth this is my second diva cup . i had to buy the second one after i had my daughter . i was n't sure it was going to work , but it works like a charm ! i highly recommend the dive cup"", 'diva cup diva cup 1 pre childbirth this is one of the best purchases i have ever made in my life . i recommend the diva cup to every woman . i used to use tampons , but would have to wear a liner along with it because i would']"
163,38,163_popcorn_corn_great northern_hurricane,"['popcorn', 'corn', 'great northern', 'hurricane', 'salt', 'northern', 'packs pack', 'gourmet', 'microwavable', 'boxes pack']","['Popcorn options and preferences', '', '', '', '', '', '', '', '', '']","['great northern popcorn , portion packs ( pack of 24 ) looked all over for this popcorn after receiving my waring pro 2oz . popcorn maker for my kids for christmas . could not find any pre packaged popcorn for the 2oz . maker . i found this on amazon', ""orville redenbacher 's gourmet microwavable popcorn , tender white , 6 count boxes ( pack of 6 ) this popcorn does n't have a bunch of butter taste and is excellent . large , crunchy kernels make this popcorn perfect and if you have n't tried it yet , you"", 'great northern popcorn , portion packs ( pack of 24 ) i received a popcorn machine for my birthday and i have not been able to find the right combination to make popcorn that tastes like you get at the movies . the local convienence store always has great popcorn']"
164,38,164_trimmer_mb_remington_mustache,"['trimmer', 'mb', 'remington', 'mustache', 'beard', 'mustache beard', 'titanium', 'beard trimmer', '200', 'trimmers']","['Trimming tools: Remington MB 200 Titanium Mustache and Beard Trimmer', '', '', '', '', '', '', '', '', '']","['remington mb 200 titanium mustache and beard trimmer this trimmer lasted me all of 3 minutes before i was done with it . it could barely cut my rough facial hair even if i ran it over the same spot 20 times . the blades are simply too dull to', ""remington mb 200 titanium mustache and beard trimmer i heavily researched what 's out there and am glad i decided on the remington mb 200 . it 's strong and fast , and makes it an ease to switch between settings . if you like simple and strong at a"", ""remington mb 200 titanium mustache and beard trimmer i owned the remington mb 300 for a long time and loved it . when i needed to replace it , the mb 300 was nowhere to be found . remington 's site is confusing in that it advertises products you do""]"
165,38,165_cereal_oatmeal_seeds_organic,"['cereal', 'oatmeal', 'seeds', 'organic', 'flaxseed', 'ounce', 'oats', 'bob red', 'pack', 'hodgson']","['Organic Cereal Preferences', '', '', '', '', '', '', '', '', '']","[""bob 's red mill organic high fiber hot cereal with flaxseed , 20 ounce bags ( pack of 4 ) been eating this cereal for about a year now . for a couple of years i had been eating a brand that 's sold in our area , but it"", ""bob 's red mill organic scottish oatmeal , 20 ounce bags ( pack of 4 ) i 've found all of bob 's red mill products to be above average . however , this organic scottish oatmeal is excellent . my wife and i have it everyday , except sunday"", ""nature 's path organic instant hot cereal , apple cinnamon , 8 count boxes ( pack of 6 ) what i love best is that each individual package of oatmeal is equivalent to two bags of other brands . it 's organic and lower in sugar . if you or""]"
166,37,166_bottle_amazon_dates_deliver,"['bottle', 'amazon', 'dates', 'deliver', 'order', 'products', 'expiration dates', 'denco', 'herbalife', 'vitamin shoppe']","['Online shopping and delivery issues', '', '', '', '', '', '', '', '', '']","[""heritage products castor oil so can i say how fast the shipping is i ordered this product from vitacost on 3rd april and received on 7th april in secure packaging . i have n't tried it as yet will do another review in a month or so on the product"", ""though . i 've seen herbalife products fairly cheap on amazon and ebay , i 'm an independent distributor myself and herbalife does n't approve , endorse or even allow mass selling so watch the expiration dates ! you also might end up paying for something that they wo n't"", ""take medideal anywhere from 30 to 45 days to deliver these products to me . once i found out that my order will only be delivered to me any time during nov 30 to dec 13 ( i placed this order on oct 31 ) , i called amazon 's""]"
167,36,167_assemble_assembly_barn_screws,"['assemble', 'assembly', 'barn', 'screws', 'took', 'minutes', 'easy', '30 minutes', 'took 30', 'following directions']","['Assembling a toy barn', '', '', '', '', '', '', '', '', '']","['not easy to assemble . some of the screws did not line up correctly so you had to screw them a little off resulting in the screws not going totally into the board . other than that , once it was together it was great !', 'the reviews on this toy and noted some of the problems with assembly and thought i would add a few helpful hints that i discovered through trial and error . the assembly instructions are in pictograms and complex sentence structures ( put tab b2536c into slot 1c subsection 34d5 subparagraph', 'packed and everything was in tact ) it took a while to put together but the instructions are easy to follow , ( it was just a lot to assemble . ) it went together pretty easy without complications . it looks great , and is perfect for baby clothes']"
168,36,168_sing_singing_choo_fisher,"['sing', 'singing', 'choo', 'fisher', 'fisher price', 'song', 'animals', 'price little', 'player', 'woof']","['Toy reviews: Fisher Price Little Superstar Sing Along Stage', '', '', '', '', '', '', '', '', '']","['fisher price amazing animals sing and go choo choo while this toy may move well on carpet , it does not move so well on hard floors . it often slips when it chugs across our floor . also , if we attach more than one additional train car ,', ""fisher price amazing animals sing and go choo choo my daughter received this for her 2nd birthday , and it 's been a big hit with her . she is a little scared of the train , but she loves the animals . we 've been getting her more used"", 'fisher price amazing animals sing and go choo choo my 1 year old son received this toy for christmas and he still loves playing with it . i would say it is one of the cutest toys for toddlers on the market right now ( being that fisher price has']"
169,36,169_bottle_quitkey_drops_ounce quantity,"['bottle', 'quitkey', 'drops', 'ounce quantity', 'new formulation', 'quantity', 'copulins', '21', 'formulation', '99']","['Product comparison and pricing', '', '', '', '', '', '', '', '', '']","[""evian ( case of 12 ) 1.5 ltr at the current price of 42 . 99 , this costs much more than any retail store that i 've ever seen this in for about 3 . 58 per bottle . the highest price i 've seen this bottle for is"", 'than 60 , quitkey sounded like a bargain . i found quitkey easy to use and once i started the program it kept my cravings to a minimum . today i celebrate 3 years of a smoke free life ! thank you quitkey for helping me kick a 2 pack', '2 ounce quantity foot smart is advertising here . it is the same . 44 ounce quantity and the new formulation that several other vendors are selling for less . the new formulation , for me , does not work as well . but still fairly well . i would']"
170,36,170_nails_nail_maximum growth_cuticle,"['nails', 'nail', 'maximum growth', 'cuticle', 'maximum', 'growth', 'tips', 'cuticles', 'treatment', 'file']","['Nail care and treatment', '', '', '', '', '', '', '', '', '']","[""so if you want beautiful long strong nails at a resonable price , maximum growth clear nail polish is the best i know of and it wo n't hurt to give it a try . i also have other tips to keep your nails from snagging and tips to make"", ""daby nail hardener 12 piece set i wore artificial nails for years because i always had difficulty growing and maintaining any length in my nails . i 've been using daby for about a year and my nails never looked better and have never been as strong . i 've"", ""love my nails now , do n't want them to go back .""]"
171,36,171_dora_dora explorer_explorer_spanish,"['dora', 'dora explorer', 'explorer', 'spanish', 'bilingual', 'backpack', 'ballet', 'doll', 'van', 'daughter']","['Dora the Explorer toys and their educational value', '', '', '', '', '', '', '', '', '']","['candy land dora the explorer i just recieved this game in the mail today and played it with my daughter that is 3 1 2 years old , she loves dora ! she was very excited to play this game and it was hard to keep her from wanting to', ""fisher price dora the explorer i 've given this toy 4 stars as my two dora fans love the doll . it is a nice size and i like that you can buy all the extra clothes . the backpack , dog and book make it a nice complete present"", 'dora the explorer my daughters a huge fan of dora and dora shows as well as the toys all teach very good lessons . my daughter has picked up some spanish from the show and the toys ..']"
172,36,172_rail_bed rail_bed_bedrail,"['rail', 'bed rail', 'bed', 'bedrail', 'rails', 'mattress', 'regalo', 'bedrails', 'crib rail', 'sleeper bed']","['Bed Rail Safety and Recommendations', '', '', '', '', '', '', '', '', '']","['safety 1st secure lock bed rail i encountered no problems at all installing this bed rail . the instructions were clear and it took no more than 15 minutes to install it . i am not sure why a bunch of people said they had problems with this product and', '. this bed rail is super secure ! recommend to all my friends !', 'regalo sleep tite double sided drop down bed rail white this sleeptite 2 sided bed rail is just what we were looking for ! after assembled , it functions great . it is very sturdy and so far seems durable . we love how one side swings down . as']"
173,36,173_leapster_leapfrog leapster_learning game_leapster learning,"['leapster', 'leapfrog leapster', 'learning game', 'leapster learning', 'leapfrog', 'learning', 'game', 'green', 'games', 'gameboy']","['Leapster Learning Games', '', '', '', '', '', '', '', '', '']","['leapfrog leapster learning game scholastic math missions , compatible with leapster and leapster2 learning game systems only great all round gift for an inquiring six year old grandson . very happy with this ...........', 'leapfrog leapster learning game system green my son loves his "" gameboy "" as he calls it . we got it for him last christmas , at 3 1 2 , because he loves anything electronic . he only has 4 cartridges so far , but he alternates between them', 'leapfrog leapster learning game system green we have several leapfrog toys but this is the best one . both my children ( 4 7 ) love playing with it .']"
174,36,174_use lot_lot time_wife uses_use,"['use lot', 'lot time', 'wife uses', 'use', 'professional', 'lot', 'twice', 'twice day', 'easy use', 'uses']","['Shaving lubricant', '', '', '', '', '', '', '', '', '']","[""easy to use and it lubricates effectively . this lubricant helps reduce friction and so allows the blades to spin faster and stay cool . i do n't really use it after every single shave , it works very well for me when i spray my razor about every 2"", ', but after using it twice a day , it was done after two weeks from the day i started using it . if only it would work once a day , i would definitely buy more , or if it would work for a longer period of time ,', ""for easy touch ups . just a comb through and it 's good . ever seen grease , yeah just like that . it 's good stuff . im hooked on it . the only drawback i can think of is it gets a little greasy , but who cares""]"
175,36,175_spf_sunscreen_spf 30_sun,"['spf', 'sunscreen', 'spf 30', 'sun', 'lotion', 'sunblock', 'protection', 'moisturizer', 'sunscreens', 'sun protection']","['Sunscreen and Sun Protection Product Reviews', '', '', '', '', '', '', '', '', '']","[""banana boat quik dri sport body scalp spray sunscreen spf 30 i ordered this as well asbull frog sunblock , surfer formula gel , spf 36 5 fl oz ( 147 ml ) . besides a better price point , i 've found this product wanting in comparison . with"", ""banana boat suntanicals sunscreen , spf 30 , 6 fluid ounces i do n't know if anyone else has noticed , but most sunscreen suntan lotion does not smell that appealing . the suntanicals sunscreen however , has a great smell that makes you want to put the lotion on"", 'finish , go with olay complete defense spf 30 for sensitive skin or a better protection with 9 . 1 titanium oxide , go with neutrogena spf 30 sunblock lotion for sensitive skin . the neutrogena one leaves even a whiter finish though .']"
176,35,176_ocean wonders_wonders_ocean_aquarium,"['ocean wonders', 'wonders', 'ocean', 'aquarium', 'wonders aquarium', 'aquarium crib', 'crib', 'shark', 'music', 'remote']","['Baby Soothing Toys - Ocean Wonders Aquarium', '', '', '', '', '', '', '', '', '']","['ocean wonders aquarium this toy always soothes my baby . she loves to watch the bubbles and she loves the music . her favorite noise is the ocean waves . she looks and smiles at it when she hears the waves crashing down . she is 10 months old now', ""ocean wonders aquarium because my son is only 3 months old , i do n't know how educational or durable this toy is , but i do know that it has worked wonders on soothing my baby . it seems durable though since i have dropped it and it still"", 'ocean wonders aquarium i bought this for my daughter when she was just 1 month old , she is now almost two and she still loves it . you can adjust the how low it hangs down in the crib so i have never had a prblem with her head']"
177,35,177_nimh_aa_charger_batteries,"['nimh', 'aa', 'charger', 'batteries', 'eneloop', 'rechargable batteries', 'batteries charger', 'eneloop aa', 'rechargable', 'charged']","['Rechargeable Batteries: Sanyo Eneloop AA', '', '', '', '', '', '', '', '', '']","['sanyo eneloop aa nimh pre charged rechargable batteries with charger 4 pack i bought these to power some communications equipment . they fit the need perfectly . these mate with the built in charger and appear to have the rated capacity .', 'sanyo eneloop aa nimh pre charged rechargable batteries with charger 4 pack happy with these . they stay charged for quite a while . and they came with a mini charger that i can just plug in overnight .', 'sanyo eneloop aa nimh pre charged rechargable batteries with charger 4 pack the batteries come pre charged which is awesome . they have a long life . the charger is easy to use . highly recommended !']"
178,34,178_tanning_tan_lotion_maui,"['tanning', 'tan', 'lotion', 'maui', 'browning', 'babe', 'lotion oz', 'tanner', 'self', 'product close']","['Tanning products comparison: Maui Babe Browning Lotion', '', '', '', '', '', '', '', '', '']","[""maui babe browning lotion 4 oz i 'm one of those people who have a hard time tanning . but with this stuff its so easy . plus it smells like coffee which is great since i 'm not a fan of coconut ( which is what all the other"", 'maui babe browning lotion 4 oz this product is not even close to the real maui babe browning lotion . i wish i would of spent the extra four dollars a bottle and recevied the original . the consistency , smell , feel of this product is not even close', 'maui babe browning lotion 4 oz this product is not even close to the real maui babe browning lotion . i wish i would of spent the extra four dollars a bottle and recevied the original . the consistency , smell , feel of this product is not even close']"
179,34,179_webkinz_pug_bulldog_webkinz pug,"['webkinz', 'pug', 'bulldog', 'webkinz pug', 'website', 'frog', 'cute', 'panther', 'tree frog', 'pony']","['Webkinz Collection', '', '', '', '', '', '', '', '', '']","['webkinz pug this webkinz was puchased for me as a gift . very sweet expressive face , and cute curled tail . this pug is a must have for any webkinz lover . i know over the past few months my webkinz collection has grown quite a bit ... i', ""webkinz elephant this is my 33rd webkinz , and i love it so much ! ! ! it 's one of the cutest ones i own )"", ""webkinz pug i love this webkinz ! it is so much fun . this was my very 1st one , now i have 31 webkinz and about 4 that i have n't logged on . i named him rascal . i 've had rascal for 4 or 5 years now""]"
180,34,180_batteries_battery_gag_forum novelties,"['batteries', 'battery', 'gag', 'forum novelties', 'replaced', 'pen', 'battery compartment', 'novelties', 'shock', 'forum']","['Low quality novelty products from Forum Novelties', '', '', '', '', '', '', '', '', '']","[""n't seem to be working at all ... strange i thought , let 's try some different batteries ( we had just put in the batteries that came with it ) . when we opened it up the batteries were super hot , and the plastic coating of one of"", 'forum novelties hk c001 electric shocking gag pen at first i was excited to have my own shock pen . i tricked my friends pretty good , but the batteries died after 3 days of use , and eventually the pen just fell apart .', ""forum novelties 63503 amazing gag shock lighter first one did n't work , replacement worked a few times but weak ( barely noticed ) . batteries are tiny button cells that ca n't be replaced . anyway you 'll be lucky to open up put back together without it breaking""]"
181,33,181_sheet_sheets_crib_crib sheet,"['sheet', 'sheets', 'crib', 'crib sheet', 'sleeper', 'infant ultimate', 'ultimate crib', 'bassinet', 'cotton', 'sheets fit']","['Crib Sheet Essentials', '', '', '', '', '', '', '', '', '']","[""summer infant ultimate crib sheet this is one of the best items i registered for when i had my first baby . it 's sooo easy to change . i have two and have never had to change the actual crib sheet . i loved them so much i bought"", 'summer infant ultimate crib sheet my mom said to get enough crib sheets because it was something you had to change constantly .... i now have a drawer full of crib sheets that have never been used ! this is the best thing ever ! we put one on ,', 'summer infant ultimate crib sheet ingenious ! ! ! this is the best way to change a sheet fast in those middle of the night accident episodes ! it fits the crib just right and has made my life so much easier ! i would highly recommend this sheet !']"
182,33,182_elmo_pokey_tickle_sesame,"['elmo', 'pokey', 'tickle', 'sesame', 'sesame street', 'street', 'loves elmo', 'fisher price', 'fisher', 'dance']","['Elmo toys and their popularity among children', '', '', '', '', '', '', '', '', '']","[""sing 'n hum elmo my parents bought this for my daughter 's first christmas ( we had asked for tickle me , elmo go figure ) . my first thought about it was that elmo is fuzzy and this one is made of felt or something . not at all"", 'couple of months to see if it has grown on him .... he was the same way about hokey pokey elmo which is the exact same elmo as the tmx !', ""fisher price e l m o we bought this for my daughter 's 1st birthday ( she is 19 months old now ) and she just loves anything elmo ... this was her first elmo toy and she has loved elmo since ! it is amazing that elmo never really""]"
183,33,183_dentist_teeth_gum_mouth,"['dentist', 'teeth', 'gum', 'mouth', 'healthy', 'users', 'longevity', 'oral', 'sterile', 'beats']","['Oral health and hygiene products', '', '', '', '', '', '', '', '', '']","['i bought it so i was kind of skeptical but all my concerns were put to rest the first time i used it . it gives you the fresh feeling you have when you leave the dentist . my teeth are smooth and much cleaner than they ever were when', ""i come away with confidence that my teeth and smile are both healthy . my dentist has definitely noticed the difference . i 've had my braun oral b 3d excel for over 2 years and it is still working well . it needs to be recharged a little more"", 'their teeth brushed late in their lives , after both had many rotten teeth removed . even their teeth improved and their breath got better . i am surprised by the price increases in the past few years . although much , much cheaper than store bought , the price']"
184,33,184_acid_reflux_reducer_stomach,"['acid', 'reflux', 'reducer', 'stomach', 'delayed release', 'prilosec otc', 'otc', 'prilosec', 'delayed', 'acid reflux']","['Relief for chronic reflux with Prilosec OTC', '', '', '', '', '', '', '', '', '']","['prilosec otc acid reducer , delayed release tablets if you have chronic reflux ( get yourself checked out by means of gastroscopy ) and always are burning down the throat and eosophogus , then this is like magic . it is very soothing and has long lasting results . you', 'prilosec otc acid reducer , delayed release tablets prilosec otc acid reducer , delayed release tablets , 42 counti have used this product for over six years . the results aregreat .', 'prilosec otc acid reducer , delayed release tablets this product totally eliminates heartburn reflux . i had serious problems with reflux ( including nighttime choking from acid in throat ) and this was the fix taking this , it was like the acid never happened . in the past i']"
185,33,185_coconut_zico_pure_vita,"['coconut', 'zico', 'pure', 'vita', 'coco', 'pure coconut', 'water', 'ounce containers', '100 pure', 'containers pack']","['Coconut Water Preferences', '', '', '', '', '', '', '', '', '']","[""vita coco 100 pure coconut water , 11 . 1 ounce containers ( pack of 12 ) coconut water is imo much better than sports drinks and as equally refreshing . it can be consumed any time without feeling guilty . vita coco is good , i just do n't"", 'vita coco 100 pure coconut water , 11 . 1 ounce containers ( pack of 12 ) this is the best packaged coconut water that i have ever tasted . it reminds me of the fresh coconut water right from the tree that i used to have in jamaica .', 'vita coco 100 pure coconut water , 11 . 1 ounce containers ( pack of 12 ) not bad , but i prefer zico coconut water . vitacoco seems to have a bit of an odd after taste , imo .']"
186,33,186_zhu_zhu zhu_waited weeks_bells,"['zhu', 'zhu zhu', 'waited weeks', 'bells', 'return', 'wait', 'waited', 'ca wait', 'gifts', 'products arrive']","['Online shopping experiences with Amazon', '', '', '', '', '', '', '', '', '']","['track my order and give me a delivery date , not to mention they explained how my gift would be selected . i would highly recommend the brownies , they make a great gift and for someone looking for new gift ideas , amazing clubs is a great resource .', ""waited 3 weeks and never received the replacements , so i again contacted them through online chat and had the same guy . he said he would place the order again , although he sounded somewhat reluctant . i waited 2 weeks and still did n't receive the handles ,"", ""frankly , it would n't have been worth it to pay for shipping to send them back . well , if you 're not into the zhu zhu craze , these are ok . zhu zhu are much better though . zhu zhu 's are slightly bigger than these so""]"
