Topic,Count,Name,Representation,Llama2,Representative_Docs
56,34,56_russia_roubles_trillion_customs,"['russia', 'roubles', 'trillion', 'customs', 'tax', 'excise', 'trillion roubles', 'ministry', 'bank', 'finance ministry']","['Russian Taxation and Finance', '', '', '', '', '', '', '', '', '']","['urged Russia to replace the revenue from oil export duties with a general excise duty on all oil sales.The government made the move, raising the average excise tax to 70,000 as of July 1, but no new breakdown has been announced.The State Customs Committee announced calculated rates which went into', 'next year (1997),"" Deputy Prime Minister Alexander Zaveryukha told a news conference.But he said the finance ministry was offering 26 trillion in ministerial negotiations.The 1996 budget earmarked 13.17 trillion roubles for the farm sector in subsidies and grants in February of this year.Zaveryukha, in charge of Russia\'s harvest, said federal', 'Russia is collecting taxes on domestic and export sales of crude oil but is charging calculated, preliminary tariffs, the State Tax Service said on Tuesday.""The government has set the average tax on oil sales to 70,000 roubles... But the ministry of finance and the ministry of fuel and energy must']"
57,34,57_results_earnings_firms_better,"['results', 'earnings', 'firms', 'better', 'analysts', 'july earnings', 'july', 'investors', 'especially', 'recorded']","['Earnings rebound for Polish firms in July', '', '', '', '', '', '', '', '', '']","['year-on-year compared with 34 firms over the first six months.""July earnings were average, but better than the weak results recorded in May and June, so they\'re returning to normal rather than worsening,"" said Pawel Tarnowski, an analyst at Raiffeisen Capital and Investment.Analysts had attributed the lower profits in the first', 'Firms listed on the Warsaw Stock Exchange recorded slightly better July earnings after a weak first half, but analysts said it was too early to tell if there would be an earnings rebound this year.In July 48 firms on the main and parallel markets showed a real net profit growth', 'Firms listed on the Warsaw Stock Exchange recorded slightly better July earnings after a weak first half, but analysts said it was too early to tell if there would be an earnings rebound this year.In July, 48 firms on the main and parallel markets showed a real net profit growth']"
58,34,58_bundesbank_repo_m3_rate,"['bundesbank', 'repo', 'm3', 'rate', 'repo rate', 'cut', 'growth', 'german', 'money supply', 'thursday']","['German monetary policy and economic growth', '', '', '', '', '', '', '', '', '']","[""German money supply growth, the German central bank's main policy guide, slowed to an annualised 8.6 percent in July from 9.6 percent in June, the Bundesbank said on Tuesday.Analysts polled by Reuters had predicted seasonally-adjusted, annualised July M3 growth in a range of 8.5 to 9.2 percent. Forecasts averaged 8.8"", ""losses accelerate after German July M3 growth came in at 8.6 percent, down from June's 9.6 percent and at the lower end of analysts' expectations.Economists said the figure nourished speculation that the Bundesbank would trim its repo rate after Thursday's council meeting, the first since the bank's summer recess.The dollar"", 'a cut in the 3.30 percent repo rate after news that German M3 money supply growth slowed to an annualized rate of 8.6 percent in July from 9.6 percent in June. The Bundesbank council meets to discuss monetary policy on Thursday.Mark/yen traded around 72.75 near the close, up from 72.37']"
59,34,59_silver_gold_ounce_resistance,"['silver', 'gold', 'ounce', 'resistance', 'just', 'london', 'dealers', 'buying', 'cents monday', 'cents']","['Metals prices: Silver and Gold', '', '', '', '', '', '', '', '', '']","[""Silver fixed at its highest level since June 19, 1996 on Tuesday morning following buying by speculators late on Monday in New York.Silver fixed at $5.2025 an ounce, up 12 cents from Monday's fix and eight cents above Monday's London close.It had eased a bit as dealers took their profits"", 'Silver prices were at their highest levels since mid-June on Tuesday after speculative buying sent the New York market surging overnight, dealers said.Gold followed only reluctantly, but market analysts said it could eventually make a go of breaking through its recent price ceiling at just under $390 an ounce.Silver was', 'Silver prices were at their highest levels since mid-June on Tuesday after speculative buying sent the New York market surging overnight, dealers said.Gold followed only reluctantly, but market analysts said it could eventually make a go of breaking through its recent price ceiling at just under $390 an ounce.Silver closed']"
60,34,60_date_date august_maturity_august,"['date', 'date august', 'maturity', 'august', 'cir', 'frn', 'auction', 'notes', 'issue', 'pct']","['Bond Issuance and Maturity Dates', '', '', '', '', '', '', '', '', '']","['Par value 2.2 billion levs Auction date August 21, 1996 Issue date August 22, 1996 Maturity date September 25, 1996-- Sofia Newsroom, (++359-2) 981 8569</', 'AAA ISS PRICE *** FULL FEES 0.18 LAST S&amp;P AAA REOFFER *** EXP MAT 15.JAN.03 MGT/UND 0.06 SELL CONC 0.12 AVE LIFE 2.39 YRS NOTES *13.0 PCT CAP* * * * *CLASS A2 AMT $52.24 MLN IND SPREAD +32 AREA* LEG MAT 15.AUG.06 TYPE FRN BASE 1M LIBOR PAY DATE', 'LIBOR PAY DATE 27.AUG.96 LAST MOODY A2 ISS PRICE *** FULL FEES 0.50 LAST S&amp;P A REOFFER *** EXP MAT 15.JAN.03 MGT/UND 0.20 SELL CONC 0.30 AVE LIFE 5.07 YRS NOTES *15.0 PCT CAP* * * * *CLASS B AMT $49.37 MLN IND SPREAD +60-65 BP*LEG MAT 15.AUG.06 TYPE FRN']"
61,33,61_attendance_scorers_aggregate_won,"['attendance', 'scorers', 'aggregate', 'won', 'cup', 'won aggregate', 'moscow', 'qualified', 'bucharest', 'aberdeen']","['European Cup football matches', '', '', '', '', '', '', '', '', '']","['aggregate.In Odessa, Ukraine:Chornomorets Odessa (Ukraine) 2 HJK Helsinki (Finland) 0 (0-0)Scorers: Chornomorets - Igor Chumachenko (64th), AndreiMizin (68th)Attendance: 3,500Chornomorets won 4-2 on aggregate.In Krakow: Hutnik Krakow (Poland) 3 Sigma Olomunec (Czech Republic) 1(2-1)Scorers:Hutnik - Moussa Yahaya (29th), Michal Stolarz (39th),Dariusz Romuzga (71st)Sigma - Michal Kovar (6th)Attendance: 5,000Hutnik Krakow won 3-2', 'on aggregateIn Moscow:CSKA Moscow (Russia) 4 Akranes (Iceland) 1 (2-0)Scorers:CSKA - Andrei Movsesyan (35th, 40th), Ferrera Leonidas (53rd), Edgaras Yankauskas (62nd)Akranes - Hognasson (80th)Attendance: 2,500CSKA Moscow won 6-1 on aggregateIn Moscow:Torpedo Moscow (Russia) 2 Hajduk Split (Croatia) 0 (1-0)Scorers: Kamoltsev (19th) Vostrosablin (penalty, 82nd)Attendance: 6,800Torpedo Moscow won 2-1 on aggregate', 'qualified 5-3 on aggregate. In Tallinn:Lantana (Estonia) 2 Aarau (Switzerland) 0 (0-0)Scorers - Juri Lebrecht (80th), Urmas Hepner (85th)Attendance: 500Aarau won 4-2 on aggregate In Sofia:Lokomotiv Sofia (Bulgaria) 0 Rapid Bucharest 1 (0-0)Scorer: George ButoiuAttendance: 2,500Rapid Bucharest qualified 2-0 on aggregate.In Novi Sad:Vojvodina (Yugoslavia) 1 GAK Graz (Austria) 5 (0-1)Scorers:Vojvodina']"
62,33,62_zlotys_million zlotys_nbp_poland,"['zlotys', 'million zlotys', 'nbp', 'poland', 'warsaw', 'reserve money', 'reverse', 'continuous', 'national bank', 'repo']","['\nPolish monetary policy and interest rates', '', '', '', '', '', '', '', '', '']","['did not need to drain the market heavily in order to achieve its August average reserve money level target between 31.93 and 32.63 billion zlotys.""If the NBP knew the demand for today\'s reverse repo would exceed 600 million zlotys, the dwindling offer was a signal that it would stick to', ""The average 30-day level of Polish reserve money, a cornerstone of the National Bank of Poland's monetary policy this year, was 31.861 billion zlotys, below the target set at 32.4-33.1 billion zlotys, the NBP said. The reserve money range for August was earlier set between 31.93 and 32.63 billion zlotys.Since"", 'Turnover in kerb bond deals through the Warsaw bourse was at 1.2 million zlotys on Tuesday, down from 82.6 million zlotys on Monday.* 1,140 variable-interest 10-year bonds maturing on July 18, 2006 traded at 100.35.-- Warsaw Newsroom +48 22 653 9700</']"
63,33,63_rice_ban_mexican_mexico,"['rice', 'ban', 'mexican', 'mexico', 'thai', 'thailand', 'asian', 'ministry', 'credits', 'vietnam']","['Rice trade and export regulations in Mexico', '', '', '', '', '', '', '', '', '']","['bought about 40,000 of medium grade 10-15 percent Thai white rice a year before the 1992 ban. Vietnam also sold Mexico rice in the early 1990s, largely by heavily undercutting U.S. rice prices.Mexico consumes around 400,000 tonnes of white rice, and currently produces about half that amount and imports the', 'Thai prices would make our rice relatively uncompetitive,"" said Somboon Phtaichan, manager of the Thai Rice Exporters Association.Somboon said Thailand had gained a share of the Mexican market before 1992 because its rice then was $20-30 a tonne cheaper than U.S. rice.Mexico bought about 40,000 tonnes of medium grade 10-15', 'percent Thai white rice a year before the 1992 ban, which affected other Asian producers including Vietnam, China and Indonesia.Traders said the distance between Thailand and Mexico made it difficult for Thai rice to compete with U.S. grains.""It would be tough to compete with U.S. rice which can just be']"
64,33,64_online_deutsche telekom_telekom_europe,"['online', 'deutsche telekom', 'telekom', 'europe', 'deutsche', 'german', 'luxembourg', 'liquidators', 'source', 'bankrupt']","['\nEurope Online bankruptcy', '', '', '', '', '', '', '', '', '']","['Bankrupt online service Europe Online SA logged off for good on Tuesday after last-ditch talks with Deutsche Telekom AG and others to keep the Luxembourg-based operation running failed.""Europe Online has ceased to operate. No agreement was reached by a deadline this morning, so we had to close it down,"" Albert', 'development -- it had brilliant ideas, but not enough substance (for Deutsche Telekom),"" he added. Deutsche Telekom\'s own successful T-Online service has over a million German customers.With about 25,000 subscribers altogether, Europe Online had national services in Germany, Britain and Luxembourg, as well as an international service in English, which', 'its development -- it had brilliant ideas, but not enough substance (for Deutsche Telekom),"" he added. Deutsche Telekom\'s own successful T-Online service has over a million German customers.With about 25,000 subscribers altogether, Europe Online had national services in Germany, Britain and Luxembourg, as well as an international service in English,']"
65,32,65_talks_unions_workers_retail,"['talks', 'unions', 'workers', 'retail', 'employers', 'wage', 'union', 'deal', '20 percent', 'hours']","['German retail worker wage negotiations', '', '', '', '', '', '', '', '', '']","[""offer.In Berlin, wage talks resumed on Tuesday morning for the region's 87,500 retail workers. Union representatives said they planned to seek an overall pay rise of five percent, to be applicable in east German states as well, in addition to the shop hours deal</"", ""planned to suggest a compromise on the controversial 20 percent allowance.However it warned that the token strikes would resume if employers declined the offer.In Berlin, wage talks resumed on Tuesday morning for the region's 87,500 retail workers. Union representatives said they planned to seek an overall pay rise of five"", ""warning strikes ahead of the talks and said it planned to suggest a compromise on the controversial 20 percent allowance.However it warned that strikes would resume indefinitiely if employers declined the offer.In Berlin, wage talks resumed on Tuesday morning for the region's 87,500 retail workers. Union representatives said they planned""]"
66,31,66_peru_debt_central reserve_foreign debt,"['peru', 'debt', 'central reserve', 'foreign debt', 'paris', 'latin american', 'reserve bank', 'latin', 'american', 'chile']","['Peruvian Economic Reforms and Debt Crisis', '', '', '', '', '', '', '', '', '']","['got with the Paris Club, undoubtedly,"" said one Peruvian analyst.The analyst, who asked not to be named, added that Peru suffered in the July talks in Paris due, ironically, to the success of its economic reforms and its own self-projection as an emerging Latin American ""tiger"".Former Central Reserve Bank president', 'Alan Garcia effectively suspended all foreign debt payments, hastening the Latin American debt crisis and guaranteeing Peru\'s pariah status in the international financial community.But now President Alberto Fujimori\'s government is promising to pay on nearly all fronts.""No one can say that Peru is not serious now about paying its debt,""', 'named.""The cost of paying is going to be very tough on the people of Peru.""Peru now owes a total $32.445 billion foreign debt -- or about $1,350 per head in this country of 24 million people -- according to latest figures from the Central Reserve Bank.Ten years ago, populist president']"
67,31,67_compuserve_quarter_subscribers_service,"['compuserve', 'quarter', 'subscribers', 'service', 'online', 'quarter loss', 'massey', 'second', 'online service', 'revenues']","['Financial performance of CompuServe in Q1 1997', '', '', '', '', '', '', '', '', '']","[""due to the costs of new product introduction, but predicted improved earnings in the second half of fiscal 1997.The oldest major online service, second only to America Online Inc., reported total revenues of $208.6 million for the quarter vs. $186.5 million in the previous year's quarter.CompuServe announced its financial results"", 'CompuServe Corp. Tuesday reported a surprisingly large $29.6 million fiscal first-quarter loss, blaming a decline in the number of subscribers to the No. 2 online service and spending on a new family-oriented service and improvements.CompuServe predicted a second-quarter loss but said earnings would improve in the second half of the', 'CompuServe Corp. Tuesday reported a surprisingly large $29.6 million fiscal first-quarter loss, blaming a decline in the number of subscribers to the No. 2 online service and spending on a new family-oriented service and improvements.CompuServe predicted a second-quarter loss but said earnings would improve in the second half of the']"
68,31,68_game_run_hits_runs,"['game', 'run', 'hits', 'runs', 'hit', 'victory', 'seventh', 'league', 'streak', 'career']","['Major League Baseball game highlights', '', '', '', '', '', '', '', '', '']","['and Fielder had four hits for the Yankees, who won for just the third time in nine home games and snapped a four-game losing streak to Seattle.Rafael Cormona (6-2) was rocked for six runs and 10 hits in 4 1/3 innings for Seattle, which has lost nine of 13.For the', 'hit on the board I knew.""Sanders gave up two runs and three hits with one walk and eight strikeouts over eight innings.Pedro Martinez (10-8) took the loss.The Padres took a half-game lead over the idle Los Angeles Dodgers in the National League West with the victory.Dave Silvestri hit a two-run', 'a split of the four-game series. Boston has won 12 of 16.Kerry Lacy (1-0) gave up one unearned run and three hits in one inning for his first major-league victory. Heathcliff Slocumb, the seventh Red Sox pitcher, worked a perfect ninth for his 20th save.Tim Salmon went 4-for-4 with a']"
69,31,69_suicide_wife_medical_drug,"['suicide', 'wife', 'medical', 'drug', 'eclipse', 'liver', 'coroner', 'anaesthesia', 'patient', 'reports']","['Controversial deaths and medical practices', '', '', '', '', '', '', '', '', '']","['Model and actress Margaux Hemingway, who was found dead last month, committed suicide by taking an overdose of the sedative phenobarbital, the Los Angeles County Coroner\'s Office announced on Tuesday.Coroner\'s spokesman Scott Carrier told a news conference the 41-year-old granddaughter of literary great Ernest Hemingway died of ""acute phenobarbital intoxication""', 'The husband of a Massachusetts woman who committed suicide in the presence of Dr. Jack Kevorkian disputed on Tuesday a Michigan medical examiner\'s autopsy, calling him ""insensitive"" and accusing the examiner of pursuing ""his own agenda.""Psychiatrist Franklin Curren, the husband of Judith Curren, said at an impromptu news conference on', ""on Judith Curren showed she was overweight and depressed, but showed no signs of chronic fatigue syndrome or other significant disease process.The medical examiner's conclusions and police reports showing that Franklin Curren allegedly assaulted his wife raised troubling questions about Kevorkian and renewed debate over assisted suicide.Curren said Dragovic's suggestion""]"
70,31,70_sampoerna_transmarco_pt_polish,"['sampoerna', 'transmarco', 'pt', 'polish', 'indonesian', 'stake', 'company', 'takeover offer', 'takeover', 'investment']","['Takeover bid for Transmarco by Sampoerna', '', '', '', '', '', '', '', '', '']","['Indonesia\'s leading cigarette maker PT Handjaya Mandala Sampoerna said on Tuesday it had no link to a move by majority owner Putera Sampoerna to take over Transmarco Holdings of Singapore.""It is a private investment of Putera Sampoerna and his son Jonathan and there is no connection with PT HM Sampoerna,""', ""Indonesian tobacco tycoon Putera Sampoerna sharply raised on Tuesday his offer for Singapore's Transmarco Ltd as its share price surged, a move which dealers said was likely to make the bid successful.Standard Chartered Merchant Bank Asia said on Tuesday that Miel Investment Corp, wholly owned by Sampoerna, had raised its"", ""Indonesian tobacco tycoon Putera Sampoerna sharply raised on Tuesday his offer for Singapore's Transmarco Ltd as its share price surged, a move which dealers said was likely to make the bid successful.Standard Chartered Merchant Bank Asia said on Tuesday that Miel Investment Corp, wholly owned by Sampoerna, had raised its""]"
71,30,71_rice_china_corn_million tonnes,"['rice', 'china', 'corn', 'million tonnes', 'grain', 'tonnes', 'traders', 'crop', 'sources said', 'domestic']","[""China's Grain Production and Trade"", '', '', '', '', '', '', '', '', '']","[""quiet, traders said on Tuesday.- China has missed a golden opportunity to export corn and earn millions of dollars, and now has up to a million tonnes of the grain rotting in silos in the country's north, Far East traders said on Tuesday.- China is unlikely to need to buy"", ""22 percent of China's total early rice crop. Losses to the rice crop in the central province have been estimated at 2.4 million tonnes, accounting for most of the 2.6 million tonnes of Hunan's total grain losses.About 90 percent of China's early rice crop of 50 million tonnes is grown"", 'China is unlikely to need to buy rice on the international market to make up for flood damage to domestic crops, Far East traders said on Tuesday.No China inquiries for rice were reported by traders in China, Hong Kong, Singapore and Thailand.""As far as large demand from the (central grain)']"
72,30,72_riga_riga newsroom_latvian_latvia,"['riga', 'riga newsroom', 'latvian', 'latvia', 'newsroom 371', '66 93', '371 22', '22 66', '371', 'privatisation']","['Privatization in Latvia', '', '', '', '', '', '', '', '', '']","['turnover on the list was 1.71 million kroons.-- Riga Newsroom +371 7 22 66 93</', ""energy firm's privatisation.But other Western firms are reported to be interested in the privatisation, including Swedish Vatenfall, Finnish Imatran Voima Oy and German Preussen.-- Riga Newsroom +371 7 22 66 93</"", 'have its own pipeline,"" Kutas told parliament.-- Riga Newsroom +371 7 22 66 93</']"
73,30,73_growth_billion pesos_percent_pesos,"['growth', 'billion pesos', 'percent', 'pesos', 'gdp', '1996', 'forecast', 'gdp growth', 'economic', 'inflation']","['Economic growth and forecasts in Brazil, 1996-1997', '', '', '', '', '', '', '', '', '']","[""Brazilian gross domestic product (GDP) should grow by between 5.0 and 6.0 percent in the second half of 1996 compared with the same period of 1995, a director of the government's Institute of Applied Economic Research (Ipea) said.That figure, after virtually zero growth in the first half of the year,"", 'a rosy outlook for the economy with growth forecast to average 3.5 percent over 1996/97 and underlying inflation at 2.75 percent.""It is probably mildly bearish for the markets because it was such a favourable economic outlook, rather than any failure on the fiscal tightening...,"" said Stephen Koukoulas, senior economist at', 'a rosy outlook for the economy with growth forecast to average 3.5 percent over 1996/97 and underlying inflation at 2.75 percent.""It is probably mildly bearish for the markets because it was such a favourable economic outlook, rather than any failure on the fiscal tightening...,"" said Stephen Koukoulas, senior economist at']"
74,29,74_students_korea_north_korean,"['students', 'korea', 'north', 'korean', 'south', 'north korea', 'kim', 'reunification', 'pyongyang', 'police']","['Reunification Protests in South Korea', '', '', '', '', '', '', '', '', '']","['South Korean riot police backed by helicopters and assault troops stormed a Seoul campus on Tuesday to end a seven-day occupation by students demanding reunification with North Korea.They smashed through a bonfire of wooden desks and chairs engulfing the main entrance of a teaching block and flushed out about 1,000', 'with South-North Korea relations, students would have no reason to be out there. As the government is confused about its North Korea policy, how can we blame the students?"" he said.South and North Korea have remained technically at war since their 1950-53 conflict, but relations worsened after the death of', ""South Korea's militant students find themselves isolated from a hostile public as they press a violent campaign for reunification with North Korea.Heroes of the battle for democracy in the late 1980s, when the middle classes rallied behind them, the radical students have now alienated ordinary South Koreans by embracing Pyongyang's""]"
75,29,75_yousef_bomb_plane_flight,"['yousef', 'bomb', 'plane', 'flight', 'girls', 'explosion', 'police', 'czech', 'crash', 'cairns']","['TWA Flight 800 bombing', '', '', '', '', '', '', '', '', '']","['None of the jurors said their judgment of the defendants would be affected by the TWA explosion.Less than a week after the plane crash, a Microsoft expert walked jurors through key files taken from a laptop computer recovered from an apartment shared by Yousef and Murad. Jurors were shown schedules', 'people.The flight originated in Manila and Yousef allegedly left the plane during a stopover. Prosecutors alleged that he mixed the bomb in a restroom during the first leg of the flight and placed it under his seat with the timer set to detonate the bomb after the plane left for', 'to the airline bombing plot.Yousef is also charged with placing a bomb on a Philippine Airlines flight from Manila to Tokyo on Dec. 11, 1994, as a trial run for the later massive explosions. The bomb exploded under the seat of a Japanese passenger, killing him and injuring 10 other']"
76,29,76_wheat_000 tonnes_soft_tonnes,"['wheat', '000 tonnes', 'soft', 'tonnes', 'tender', 'shipment', '000', 'soft white', 'soft red', 'white wheat']","['Global Wheat Trade', '', '', '', '', '', '', '', '', '']","['main commodities buyer said. Egypt bought 150,000 tonnes of U.S. soft white wheat at $187.70 and $187.75 on Saturday and Sunday after originally seeking 50,000 tonnes of soft red or soft white wheat. U.S. exporters said Egypt was avoiding American soft red wheat because its vomitoxin content exceeded two parts', ""wheat. It includes 50,000 tonnes of soft wheat for September shipment and 50,000 tonnes of hard wheat for October shipment.- Syria's General Establishment for Cereal Processing and Trade was offering 100,000 tonnes of hard amber durum wheat for sale. The date to receive offers was Sept 3. WHEAT TENDER -"", 'The CCC seeks up to 16,000 tonnes of U.S. No. 2 hard red winter or soft red winter or soft white wheat for donation to Tajikistan for Sept 15-Oct 10 shipment.- Jordan will tender August 28 for 90,000 tonnes of U.S. HRW or spring wheat and 10,000 tonnes of soft']"
77,29,77_nigeria_mosop_arrested_commonwealth,"['nigeria', 'mosop', 'arrested', 'commonwealth', 'activists', 'visit', 'arrests', 'riots', 'trip', 'team']","['Nigerian government crackdown on environmental activists', '', '', '', '', '', '', '', '', '']","['Nigerian authorities on Tuesday described as ""crazy"" reports that 16 activists from the Ogoni region had been arrested in the run-up to an anticipated Commonwealth visit.""It is crazy to say Ogonis have been arrested for being MOSOP (Movement for the Survival of Ogoni People) members, any time an Ogoni is', 'of the Commonwealth Ministerial Action Group to Nigeria, a new wave of arrests of MOSOP activists has begun,"" the group said in a statement issued in London.Nigeria became an international pariah after MOSOP leader Ken Saro-Wiwa and eight other Ogoni activists were executed for murder last November, provoking international protests', 'month.""Less than three weeks before the scheduled visit of the Commonwealth Ministerial Action Group to Nigeria, a new wave of arrests of MOSOP activists has begun,"" the group said in a statement issued in London.Africa\'s most populous nation became an international pariah after MOSOP leader Ken Saro-Wiwa and eight other']"
78,27,78_barrels_million barrels_gasoline_stocks,"['barrels', 'million barrels', 'gasoline', 'stocks', 'crude', 'heating oil', 'heating', 'oil', 'bpd', 'api']","['Oil and Gas Inventory', '', '', '', '', '', '', '', '', '']","['to 14.20 million barrels from 14.42 million barrels. Percent of capacity fell to 93.0 percent in the week from 94.7 percent.Residual fuel stocks in the latest week rose to 35.56 million barrels from 34.88 million in the previous week, and crude oil imports rose to 8.78 million barrels per day', 'U.S. crude oil stocks held in primary storage rose 296,000 barrels in the week ended Aug 16 to 308.43 million barrels from 308.13 million in the prior week, the American Petroleum Institute (API) said Tuesday.API said gasoline stocks fell 864,000 barrels in the week to 197.79 million from a revised', '198.65 million barrels that was previously reported as 197.64 million. Distillate stocks rose 1.83 million barrels to 106.12 million from 104.29 million.It said reformulated gasoline stocks (RFG) rose 262,000 barrels to 39.34 million barrels from 39.08 million barrels in the previous week. API said crude runs to processing units fell']"
79,26,79_loss_revs_net loss_shr,"['loss', 'revs', 'net loss', 'shr', 'net', '1995 shr', 'share numbers', '000s share', 'data 000s', '000s']","['Financial performance of Scientific Software-Intercomp Inc. in 1995 and 1996', '', '', '', '', '', '', '', '', '']","['1996 1995 Shr loss $0.09 loss $0.11 Net loss 288 loss 330 Revs 2,479 1,490 6 MONTHS Shr profit $0.25 loss $0.05 Net profit 832 loss 166 Revs 4,732 2,855(All data above 000s except per share numbers)NOTE: Net loss in the second quarter 1996 was due to a change in', '1996 1995 Shr loss $0.20 loss $0.13 Net loss 568 loss 251 Revs 1,500 811 6 MONTHS Shr loss $0.45 loss $0.17 Net loss 1,200 NA Revs 2,000 1,900(All data above 000s except per share numbers)NOTE: Q2 net loss due to higher bid and proposal activity, increased advertising expenses and', '1996 1995 Shr loss $0.27 loss $0.12 Net loss 2,270 loss 988 Revs 4,607 5,366 6 MONTHS Shr loss $0.37 loss $0.12 Net loss 3,069 loss 925 Revs 9,499 12,220(All data above 000s except per share numbers)NOTE: Full name of company is Scientific Software-Intercomp Inc.</']"
80,26,80_kerry_irish_punts_million punts,"['kerry', 'irish', 'punts', 'million punts', 'million', 'food', 'million irish', 'acquisition', 'kerry said', 'profits']","[""Kerry Group's financial performance"", '', '', '', '', '', '', '', '', '']","[""Ireland's largest food company, Kerry Group Plc, said on Tuesday that pre-tax profits rose by 21 percent to 20.0 million punts ($32.08 million) in the first half of 1996, reflecting a strong performance in all divisions.The group's main ingredients division, bolstered by the $402 million acquisition of U.S. food ingredients"", 'Irish food company Kerry Group Plc said on Tuesday that it had revised its end-year gearing target up to 90 percent from 70 percent following the acquisition in February of specialist fruit ingredients business Ciprial.Kerry is aiming to cut its net debt to 328 million Irish pounds at end-1996 from', 'countries suspended imports of British beef.Kerry said its ingredients business, bolstered by the $402 million acquisition of the U.S. food ingredients company DCA in 1994, reported a 7 percent increase in operating profits.On the consumer foods side, Kerry Foods reported a 15 percent increase in operating profits while profit margins']"
81,26,81_bank_banks_loan_banco,"['bank', 'banks', 'loan', 'banco', 'credit', 'banking', 'newspaper', 'foreign', 'newspaper said', 'reserve']","['\nFinancial Institutions and Credit', '', '', '', '', '', '', '', '', '']","['European and Japanese banks have drafted an agreement that would slash billions of dollars from the credit risks they run up with each other in the cross-border deposit market, the Financial Times reported.British banking experts have drafted a standard form agreement they believe would allow banks a legal way of', 'The South African Reserve Bank has a free hand on interest rates, Finance Minister Trevor Manuel told reporters on Tuesday.""The Reserve Bank is independent...The decision on interest rates is exclusively that of the South African Reserve Bank. We don\'t interfere at all...it\'s a call of Governor (Chris) Stals,"" he said.The', 'South Africa\'s central Reserve Bank has yet to draw on foreign credit lines in its defence of the rand, Bank Governor Chris Stals said on Tuesday. ""Obviously we won\'t run down our reserves completely. But the moment you use your credit facilities you pay interest on them, so we are']"
82,26,82_rexene_offer_bid_rejected,"['rexene', 'offer', 'bid', 'rejected', 'tender offer', 'chemical', '15 share', 'privately held', 'corp', 'privately']","['Takeover attempts of Rexene Corp by Huntsman Corp', '', '', '', '', '', '', '', '', '']","[""family-owned company based in Salt Lake City.Huntsman said the decision came after Rexene financial adviser Schroder-Wertheim indicated the Rexene board would reject bids substantially above its $15 per share offer.Huntsman's first bid of $14 per share was rejected by Rexene on July 22. It then sweetened the offer to $15"", ""Rexene board would reject bids substantially above its $15 per share offer.Huntsman's first bid of $14 per share was rejected by Rexene on July 22. The Salt Lake City-based chemical company then sweetened the offer to $15 per share on August 1, but Rexene rejected that bid as well.The unsolicited"", 'Privately held Huntsman Corp said it is dropping a $460 million unsolicited bid for Rexene Corp after its two offers were rejected.Huntsman also said it would not pursue a hostile tender offer for Rexene, a move that some Wall Street takeover traders had anticipated.""I\'m washing my hands of the entire']"
83,25,83_plama_production_000 tonnes_tonnes,"['plama', 'production', '000 tonnes', 'tonnes', 'steel', 'refinery', 'oil', 'closure', 'iron', 'coal']","[""Serbia's Sartid Steel Works production update"", '', '', '', '', '', '', '', '', '']","['Serbia\'s Sartid Steel Works has raised production to pre-sanctions levels, producing over 200,000 tonnes of iron and steel in July, the Iron and Steel Industry Association said on Tuesday.""Production in July almost reached the optimum use of capacity as it did in 1989 when it was 85 percent,"" Savo Markovic', 'of the Association told Reuters.In the first three months this year production was insignificant as the company prepared to resume production in the wake of war-time sanctions, he said.In July Sartid, based in the east-Serbian town of Smederevo, produced 63,000 tonnes of iron, 74,000 tonnes of steel and 80,000 tonnes', 'of finished products.Sartid fired its furnace in March, and from April to the end of July produced a total of 228,000 tonnes of iron, 222,000 tonnes of steel and 222,000 tonnes of finished products.""This production is quite good considering Sartid stopped producing iron and steel at the beginning of 1993,""']"
84,24,84_shares_weida_volume_share,"['shares', 'weida', 'volume', 'share', 'adia', 'stock', 'soles', 'new york', 'york', 'adecco']","['Stock market performance of Weida and related companies', '', '', '', '', '', '', '', '', '']","['volume of 336 million shares on the New York Stock Exchange.</', ""was 9,100 shares compared to 32,200 shares on Monday. There was no session two volume compared to Monday's 101,300 share volume, the NYSE said.The American Stock Exchange said there was no after-hours volume.-- New York Newsdesk 212-859-1610</"", ""the company said.Following its recent A share offer, Weida's total share capital has been expanded to 58.875 million shares, including 30 million state shares, 13.875 million legal person shares and 1.125 million staff shares.Weida plans to use the proceeds from the A share offer to expand its core business.Weida said""]"
85,24,85_1650_municipal desk_859 1650_municipal,"['1650', 'municipal desk', '859 1650', 'municipal', 'desk 212', 'desk', '212 859', '859', '212', 'amp']","['Municipal bond desks and contact information (212-859-1650)', '', '', '', '', '', '', '', '', '']","['Witter Reynolds Inc.The Bank of New YorkA.G. Edwards &amp; Sons, Inc.Lebenthal &amp; Co., Inc.Tucker Anthony IncorporatedSamuel A. Ramirez &amp; Company, Inc.--U.S. Municipal Desk, 212-859-1650</', 'Chapman CompanyLehman Brothers--U.S. Municipal Desk, 212-859-1650</', 'Butcher SingerFleet Securities--U.S. Municipal Desk, 212-859-1650</']"
