Topic,Count,Name,Representation,Llama2,Representative_Docs
58,32,58_ccc_bonus_credit_wheat,"['ccc', 'bonus', 'credit', 'wheat', 'commodity credit', 'department said', 'cattle', 'credit corporation', 'flour', 'agriculture department']","['U.S. Agricultural Export Bonus Program', '', '', '', '', '', '', '', '', '']","['CCC ACCEPTS EXPORT BONUS DAIRY CATTLE TO MOROCCO The Commodity Credit Corporation, CCC, has accepted a bonus offer from an exporter on the sale of 13 head of dairy cattle to Morocco, the U.S. Agriculture Department said. The department said the bonus awarded was 1,505.00 dlrs per head and was', 'CCC ACCEPTS BONUS BID ON SEMOLINA TO EGYPT The Commodity Credit Corporation, CCC, has accepted a bid for an export bonus to cover a sale of 2,000 tonnes of semolina to Egypt, the U.S. Agriculture Department said. The department said the bonus was 233.91 dlrs per tonne and was made', 'CCC ACCEPTS BONUS BID ON WHEAT FLOUR TO IRAQ The Commodity Credit Corporation, CCC, has accepted bids for export bonuses to cover sales of 25,000 tonnes of wheat flour to Iraq, the U.S. Agriculture Department said. The department said the bonuses awarded averaged 116.84 dlrs per tonne. The shipment periods']"
59,30,59_canada_free trade_trade_free,"['canada', 'free trade', 'trade', 'free', 'subsidies', 'economies', 'study', 'pact', 'canadian', 'council']","['Canadian Free Trade with the US', '', '', '', '', '', '', '', '', '']","['TALKS SHOW NEW CANADIAN CONFIDENCE, GROUP SAYS Canada\'s decision to raise the issue of a free trade pact with the U.S. was a sign of what many see as a new spirit of Canadian self-confidence, a public policy study group said ""It suggests the Canada of the immediate post-war period,', ""talks under the General Agreement on Tariffs and Trade. The United States and Canada - the world's two biggest trading partners with cross border shipments of about 150 billion dlrs a year - opened free trade talks last June. They are aiming for a pact by next October. Wonnacott, an"", 'STUDY SAYS U.S., CANADA PACT WOULD SPUR ECONOMIES A free trade pact between the United States and Canada could spur the economies of both sides substantially, according to a study released by the Institute for International Economics. The study, by Paul Wonnacott, said a successful conclusion to the free trade']"
60,30,60_saudi_riyals_banks_provisions,"['saudi', 'riyals', 'banks', 'provisions', 'bank', 'riyal', 'loans', 'bankers', 'non performing', 'decline']","['\nSaudi Arabian banking industry faces challenges', '', '', '', '', '', '', '', '', '']","['Saudi bank go under and not only supported &lt;Saudi Cairo Bank> after its troubled 1985 accounts came to light but also made available cheap deposits to &lt;Saudi Investment Bank> and USCB. The banks can on-lend these to generate profit, but generally banks are awash with liquidity since they are unwilling', ""80.7 mln riyals, while &lt;Al Bank Al Saudi Al Fransi>, known as Saudi French, slid 14 pct to 94.9 mln riyals. Both Saudi American, owned 40 pct by Citicorp's &lt;CCI.N> Citibank NA and Saudi French, 40 pct owned by Banque Indosuez, increased provisions sharply. &lt;Arab National Bank>'s net profit fell"", ""SAUDI BANKS FACE FURTHER LEAN PERIOD Saudi Arabia's 11 commercial banks are reporting a further decline in profits for 1986 as increasing provisions have to be set aside to cover the burden of non- performing loans. Bankers in the Saudi capital said the need to build reserves for bad and""]"
61,30,61_acres_conservation_program_corn,"['acres', 'conservation', 'program', 'corn', 'usda', 'acre', 'signup', 'reserve program', 'conservation reserve', 'sign']","['USDA Conservation Reserve Program Signup', '', '', '', '', '', '', '', '', '']","[""U.S. CONSERVATION SIGNUP SEEN 10 TO 12 MLN ACRES Grain traders and analysts look for a 10 to 12 mln acre sign-up in the USDA's conservation reserve program, scheduled to be announced after 1400 CST today. The USDA probably will accept about 80 to 90 pct of the acres submitted,"", 'with 588,000 acres, and Nebraska with 554,000 acres. In the corn belt states of Illinois and Indiana, 217,000 acres and 116,000 acres respectively were enrolled. Farm land signed up to date in the conservation program totals 19,488,587 acres. Bids on the previous signups ranged up to 90 dlrs per acre', 'USDA REPORTS 10.572 MLN ACRES IN CONSERVATION The U.S. Agriculture Department has accepted 10,572,402 more acres of highly erodable cropland into the Conservation Reserve Program, USDA announced. In the latest signup, farmers on 101,020 farms submitted bids on a total of 11,254,837 acres. The accepted bids for annual rental payments']"
62,30,62_fairchild_baldrige_semiconductor_sale,"['fairchild', 'baldrige', 'semiconductor', 'sale', 'officials', 'japanese', 'defense', 'white house', 'schlumberger', 'supercomputers']","['National Security Concerns Over Foreign Acquisition of US High-Tech Companies', '', '', '', '', '', '', '', '', '']","['BALDRIGE OPPOSES JAPANESE PURCHASE OF FIRM Commerce Secretary Malcolm Baldrige has asked the White House to consider blocking the planned Japanese acquisition of a major U.S. supercomputer and semiconductor manufacturer for national security reasons, U.S. officials said. The officials, who asked not to be named, said yesterday that Baldrige has', 'JAPANESE PURCHASE OF U.S. HIGH-TECH FIRM OPPOSED Commerce Secretary Malcolm Baldrige has asked the White House to consider blocking the planned Japanese acquisition of a major U.S. Computer and semiconductor maker, U.S. Officials said yesterday. The officials told reporters Baldrige had serious concerns on national security grounds about the sale', ""told Reuters. U.S. Commerce Secretary Malcolm Baldrige has asked the White House to consider blocking the sale of &lt;Fairchild Semiconductor Corp> to Japan's Fujitsu Ltd &lt;ITSU.T>, U.S. Officials said yesterday. Baldrige expressed concern that the sale would leave the U.S. Military dependent on a foreign company for vital high technology""]"
63,30,63_employers_port_sector_rotterdam,"['employers', 'port', 'sector', 'rotterdam', 'fnv', 'union', 'cargo', 'strikes', 'dispute', 'dutch']","[""Labor disputes in Rotterdam's port industry"", '', '', '', '', '', '', '', '', '']","[""DUTCH PORT UNION TO MEET PARLIAMENTARIANS TODAY Dutch port and transport union, FNV, is presenting its case against 800 planned redundancies in Rotterdam's general cargo sector to parliament's standing committee on social affairs today, a union spokesman said. With 285 of the 4,000-strong workforce on strike, the union will tell"", ""DUTCH PORT UNION CALLS OFF GENERAL CARGO STRIKES Dutch port and transport union, FNV, has called off the strikes against planned redundancies that have hit Rotterdam port's general cargo sector for the past eight weeks, strike leader Paul Rosenmuller told a mass meeting. The decision followed yesterday's ruling by an"", ""ROTTERDAM PORT UNION AND EMPLOYERS TO MEET Dutch port and transport union, FNV, agreed to an employers' request to reconvene abandoned peace talks tonight to try to end strikes that have disrupted Rotterdam's general cargo sector for the past six weeks, a union spokesman said. Talks broke down Thursday when""]"
64,29,64_chemlawn_waste_waste management_management,"['chemlawn', 'waste', 'waste management', 'management', 'chemlawn said', 'rights plan', 'offer', 'tender offer', 'purchasers', 'tender']","['Takeover bid for Chemlawn Corp', '', '', '', '', '', '', '', '', '']","['to Chemlawn financial advisor Smith Barney, Harris Upham and Co Inc. Waste Management has a 27 dlr per share tender offer for Chemlawn underway that Chemlawn has already rejected as inadequate. Chemlawn has already said it is holding talks with various parties on the sale of the company and said', 'CHEMLAWN SAYS IT REJECTS 27 DLRS PER SHARE TENDER OFFER FROM WASTE MANAGEMENT CHEMLAWN SAYS IT REJECTS 27 DLRS PER SHARE TENDER OFFER FROM WASTE MANAGEMENT', ""CHEMLAWN &lt;CHEM> REJECTS WASTE'S &lt;WMX> OFFER ChemLawn Corp said its board rejected Waste Management Inc's 27 dlr-per-share tender offer and urged its shareholders not to tender their shares. ChemLawn said its board asked management and its financial advisor, Smith Barney, Harris Upham And Co Inc, to seek other purchasers of""]"
65,29,65_ecus_export_maize_ec,"['ecus', 'export', 'maize', 'ec', 'licences', 'barley', 'rebate', '000 tonnes', 'tonnes', 'free market']","['Cereal Export Licenses and Rebates in the European Community', '', '', '', '', '', '', '', '', '']","[""FRENCH FREE MARKET CEREAL EXPORT BIDS DETAILED French operators have requested licences to export 40,000 tonnes of free market feed wheat, 32,500 tonnes of soft bread wheat, 375,000 tonnes of barley and 465,000 tonnes of maize at today's European Community tender, trade sources here said. Rebates requested ranged between 134"", ""EC REJECTS WHEAT EXPORT BIDS, GRANTS BARLEY The European Community's cereal management committee rejected all bids to export free market soft wheat at today's weekly tender, traders said. The committee awarded 123,000 tonnes of free market barley export licences at a maximum export refund of 138.75 Ecus per tonne."", ""EC COMMISSION GRANTS EXPORT LICENCES - TRADE The European Community's, EC, cereal management committee granted export licences for 5,000 tonnes of quality soft bread-making wheat at a maximum export rebate of 134.75 European currency units, Ecus, per tonne, traders said. The committee also granted export certificates of 35,000 tonnes of""]"
66,29,66_pct_rose pct_prices rose_prices,"['pct', 'rose pct', 'prices rose', 'prices', 'rise', 'pct february', 'department said', 'january', 'rise january', 'rose']","['U.S. Energy Prices', '', '', '', '', '', '', '', '', '']","['U.S. PRODUCER ENERGY PRICES RISE IN FEBRUARY Prices of wholesale finished energy goods in the U.S. rose 4.0 pct in February after a 9.8 pct rise in January, the Labor Department said. The Producer Price Index for finished energy goods fell by 20.9 pct in the past 12 months. Heating', 'oil prices rose 3.0 pct in February after a 18.0 pct rise in January, the department said. Gasoline prices rose by 5.5 pct last month after a 15.7 pct January rise, the department said. Natural gas prices rose 1.8 pct after a 4.2 pct rise in January. Crude oil prices', 'past 12 months. Heating oil prices rose 3.0 pct in February after a 18.0 pct rise in January, the department said. Gasoline prices rose by 5.5 pct last month after a 15.7 pct January rise, the department said. Natural gas prices rose 1.8 pct after a 4.2 pct rise in']"
67,29,67_sugar_intervention_ec_commission,"['sugar', 'intervention', 'ec', 'commission', 'white sugar', 'white', 'tonnes sugar', 'ecus', 'traders', '43']","['European Union Sugar Policy', '', '', '', '', '', '', '', '', '']","[""TRADE SAYS EC SUGAR TENDER HARD TO FORECAST Traders here and in Paris said the results of today's EC white sugar tender are hard to forecast because of plans by a group of French, West German, Dutch and Belgian operators to sell one mln tonnes of sugar into intervention. London"", 'EC COMMISSION DETAILS SUGAR TENDER The European Commission confirmed it authorised the export of 60,500 tonnes of current series white sugar at a maximum rebate of 43.147 European Currency Units (ECUs) per 100 kilos. Out of this, traders in the U.K. Received 43,500 tonnes, in the Netherlands 12,000, in Denmark', ""U.K. INTERVENTION BOARD DETAILS EC SUGAR SALES A total 60,500 tonnes of current series white sugar received export rebates of a maximum 43.147 European Currency Units (Ecus) per 100 kilos at today's European Community (EC) tender, the U.K. Intervention Board said. Out of this, traders in the U.K. Received 43,500""]"
68,29,68_tax_deficit_budget_budget deficit,"['tax', 'deficit', 'budget', 'budget deficit', 'reform', 'marks', 'tax cuts', '1981', 'increase', 'government']","['\nBudget Deficit and Tax Reform', '', '', '', '', '', '', '', '', '']","['the better off we are in international fora,"" said the official, an Administration economic policymaker. ""So it would be beneficial to the continued conduct of our initiatives."" But the official also said the Administration would resist calls for a tax increase to cut the budget deficit -- a target Europeans', 'the better off we are in international fora,"" said the official, an Administration economic policymaker. ""So it would be beneficial to the continued conduct of our initiatives."" But the official also said the Administration would resist calls for a tax increase to cut the budget deficit -- a target Europeans', ""U.S. OFFICIALS DISAGREE ON REDUCING BUDGET DEFICIT Senior U.S. Economic officials disagree on the likelihood the government can meet its budget deficit reduction targets. Beryl Sprinkel, chairman of the Council of Economic Advisers, reiterated the Reagan Administration's opposition to a tax increase and its pledge to reduce the deficit by""]"
69,29,69_beef_meat_australia_australian,"['beef', 'meat', 'australia', 'australian', 'livestock', 'tonnes', '700', '300', 'brackets', 'middle east']","['Australian Beef Exports', '', '', '', '', '', '', '', '', '']","['destinations for refrigerated beef (bone in equivalent) were as follows, in tonnes, with comparative figures for 1986 in brackets - EC 5,500 (7,900), Brazil 5,200 (unavailable), Israel 3,700 (3,000), Peru 2,500 (800), Singapore 500 (300), Switzerland 500 (400), Canary Islands 500 (300), Malta 500 (700), Aruba/Curazao 200 (300), Chile 100', 'for refrigerated beef (bone in equivalent) were as follows, in tonnes, with comparative figures for 1985 in brackets: E.C. 46,300 (49,700), Israel 16,200 (17,600), Brazil 18,100 (unavailable), Peru 8,100 (2,300), Angola 4,800 (12,100), Chile 3,400 (8,200), Switzerland 3,000 (3,000), Canary Islands 2,400 (3,700), Singapore 1,900 (1,700), Aruba/Curazao 1,600 (1,700). Main', '(600). Main destinations for canned meat and cooked beef (bone in equivalent), in tonnes with comparative figures for Jan/Feb 1986, in brackets, were - United States 11,200 (13,400), EC 4,700 (5,100).']"
70,29,70_loan_farmers_soybean_soybeans,"['loan', 'farmers', 'soybean', 'soybeans', 'marketing loan', 'farm', 'oats', 'marketing', 'program', 'asa']","['U.S. Soybean Marketing Loan Controversy', '', '', '', '', '', '', '', '', '']","['being advanced,"" Kleckner said. The Farm Bureau also urged Agriculture Secretary Richard Lyng to adjust the loan rate for 1987 crop soybeans as much as he deems possible under the farm bill to keep soybeans competitive in the world market. A Farm Bureau proposal suggests that producers should be eligible', 'loan options, and Agriculture Secretary Richard Lyng has not consulted ASA on the soybean loan, Haggard said. ""I don\'t know if USDA is really very serious about addressing the soybean loan problem,"" he said. At ASA\'s annual winter board of directors meeting here, ASA leaders refused to change their official', 'U.S. SOYBEAN MARKETING LOAN NOT NEEDED - LYNG U.S. Agriculture Secretary Richard Lyng said a marketing loan for soybeans would serve no present purpose because the U.S. price is not above the world price. Asked in an interview if it was time to consider a marketing loan for soybeans, Lyng']"
71,29,71_miti_chips_japan_japanese,"['miti', 'chips', 'japan', 'japanese', 'pact', 'semiconductor', 'industry', 'agreement', 'firms', 'japanese firms']","['Japanese Semiconductor Industry and MITI', '', '', '', '', '', '', '', '', '']","['to Japanese competitors. ""The real issue is xenophobia in (the U.S.) Silicon Valley,"" said Tom Murtha of brokerage James Capel and Co. U.S.-Japanese tension over the semiconductor trade has failed to subside despite recent efforts by Japan\'s Ministry of International Trade and Industry (MITI) to get Japanese firms to abide', 'JAPAN MOVES TO TIGHTEN CHIP-EXPORT CURBS The Ministry of International Trade and Industry (MITI) acted to tighten restrictions on microchip exports to countries other than the U.S. To preserve a U.S.-Japan pact on semiconductor trade, but major Japanese chipmakers doubt its usefulness. A MITI spokesman said his ministry had asked', ""ECONOMIC SPOTLIGHT - JAPAN PUSHES ITS CHIPMAKERS Japanese microchip makers are being strong-armed into compliance with a U.S.-Japan pact on semiconductors halting predatory pricing and opening Japan's market to foreign chips, industry analysts said. But doubts remain over whether the Ministry of International Trade and Industry (MITI), which is pressuring""]"
72,28,72_corn_canadian_duty_canada,"['corn', 'canadian', 'duty', 'canada', 'farm', 'growers', 'corn growers', 'programs', 'canadian farmers', 'ruling']","['Trade disputes between Canada and the US over corn imports', '', '', '', '', '', '', '', '', '']","['CANADA UPHOLDS COUNTERVAIL DUTY ON U.S. CORN The Canadian Import Tribunal ruled today subsidized U.S. corn imports were injurious to Canadian growers and upheld a countervailing duty of 84.9 U.S. cts a bushel set earlier this year. The ruling is the result of trade action launched in 1985 by the', 'CANADA RULES U.S. CORN INJURING CANADIAN FARMERS, UPHOLDS DUTY CANADA RULES U.S. CORN INJURING CANADIAN FARMERS, UPHOLDS DUTY', 'CANADA RULES U.S. CORN INJURING CANADIAN FARMERS, UPHOLDS DUTY CANADA RULES U.S. CORN INJURING CANADIAN FARMERS, UPHOLDS DUTY']"
73,28,73_icahn_usair_twa_airline,"['icahn', 'usair', 'twa', 'airline', 'piedmont', 'offer', 'street', 'analysts', 'wall', 'wall street']","['Airline industry consolidation and takeover bids', '', '', '', '', '', '', '', '', '']","['is destined to be acquired by someone. USAir, they said, is the least likely to be bought. Icahn, who has long talked about further consolidation in the airline industry, also offered USAir the alternative of a three-way airline combination, including TWA and Piedmont. But Wall Street has given little credibility', ""TALKING POINT/PIEDMONT &lt;PIE> Carl Icahn's bold takeover bid for USAir Group &lt;U> has clouded the fate of Piedmont Aviation Inc, which was being courted by USAir. Yesterday, Icahn's Transworld Airlines Inc &lt;TWA> made a 1.4 billion dlr offer for USAir Group. The move complicated a USAir takeover offer for Piedmont,"", ""a merger to work. However, other analysts speculated the managements of Piedmont and USAir would not tolerate Icahn as head of a new company. They said a USAir acquisition of TWA might be a way for him to exit the company if USAir's airline is then merged into TWA.""]"
74,27,74_bushel_corn_deficiency_sorghum,"['bushel', 'corn', 'deficiency', 'sorghum', 'payments', 'certificates', 'dlrs bushel', 'certs', 'payment', 'mln bushels']","['USDA Corn and Sorghum Payments (1986)', '', '', '', '', '', '', '', '', '']","['per bushel target price and the 2.28 dlrs per bushel basic loan rate. The deficiency payment rates for both commodities are the maximum permitted by law, the department said. Eligible corn and sorghum producers will receive another 1986 crop deficiency payment in October if the national average market prices received', 'U.S. SETS CORN DEFICIENCY PAYMENT HALF PIK CERTS The upcoming five-month deficiency payments to corn and sorghum farmers will be made half in cash and half in generic commodity certificates, a senior Agriculture Department official told Reuters. Around 300 mln dlrs of the in-kind certificates, or ""certs,"" will be mailed', 'U.S. CORN, SORGHUM PAYMENTS 50-50 CASH/CERTS Eligible producers of 1986 crop U.S. corn and sorghum will receive an estimated 600 mln dlrs in deficiency payments -- 50 pct in generic commodity certificates and 50 pct in cash, the U.S. Agriculture Department said. It said corn producers will receive about 515']"
75,27,75_poehl_bundesbank_central_german,"['poehl', 'bundesbank', 'central', 'german', 'central bank', 'rates', 'germany', 'monetary', 'central banks', 'guilder']","['Monetary policy and interest rates in Germany', '', '', '', '', '', '', '', '', '']","['there are signs West German growth is slowing, while U.S. Officials said they were giving Japan until April to show that an economic stimulus package was in the offing. Signs of concern about German prospects emerged recently when Bundesbank (central bank) president Karl Otto Poehl told bankers he would consider', ""would be stabilised around current levels by international central bank cooperation. One source said Poehl's remarks also underlined the fact that the Bundesbank was now more prepared to be accommodative in monetary policy in order to prevent a further slowdown in West Germany's economic growth. Poehl and other Bundesbank officials"", 'said they were giving Japan until April to show that an economic stimulus package was in the offing. Signs of concern about German prospects emerged recently when Bundesbank (central bank) president Karl Otto Poehl told bankers he would consider cutting West German interest rates if the Fed was ready to']"
76,27,76_wheat_lyng_subsidy_administration,"['wheat', 'lyng', 'subsidy', 'administration', 'soviet', 'lyng said', 'offer', 'wheat subsidy', 'agriculture', 'soviet union']","['U.S. Wheat Subsidies for Soviet Union', '', '', '', '', '', '', '', '', '']","['NO SOVIET WHEAT BONUS TALK PLANNED FOR MEETING U.S. Agriculture Secretary Richard Lyng does not intend to discuss a wheat export enhancement initiative to the Soviet Union at a cabinet-level Economic Policy Council meeting set for tomorrow, an aide to Lyng said. ""He (Lyng) does not intend to bring it', 'LYNG SAYS NO DECISION ON SOVIET EEP OFFER U.S. Agriculture Secretary Richard Lyng said the Reagan administration had not decided on offering the Soviet Union subsidized wheat but that such an offer had not been ruled out. In an interview with Reuters, Lyng also said that he had no knowledge', 'a subsidy on wheat. In an inteview with Reuters this week, USDA secretary Richard Lyng said that no decision had been made on a wheat subsidy offer, but that such an offer had not been ruled out.']"
77,27,77_dome_encor_dome mines_mines,"['dome', 'encor', 'dome mines', 'mines', 'petroleum', 'price', 'consumer credit', 'sale', 'credit', 'bhp']","[""\nDome Petroleum's asset sale plans"", '', '', '', '', '', '', '', '', '']","['is considering selling its stake in Dome Mines. Concerning Dome Petroleum\'s 42 pct stake in &lt;Encor Energy Corp Ltd>, Annesley said ""Encor is a strategic investment for Dome, and we have no intention of selling it."" Dome spokesman Annesley said in answer to a question that he was not aware', 'DOME PETROLEUM REAFFIRMS DOME MINES STAKE FOR SALE AT RIGHT PRICE, SPOKESMAN SAYS DOME PETROLEUM REAFFIRMS DOME MINES STAKE FOR SALE AT RIGHT PRICE, SPOKESMAN SAYS', 'Dome Petroleum\'s debt and has a ""right of consent"" to the sale of Dome Petroleum\'s holding. Presumably, a potential buyer of the Dome Mines shares would seek some type of relief on the company\'s debt obligations connected with Dome Petroleum, Gobert said. Dome spokesman Annesley earlier declined to specify at']"
78,26,78_pct_funds_pct bid_river,"['pct', 'funds', 'pct bid', 'river', 'days', 'offered', 'funds averaged', 'cd', 'bid', 'averaged']","['\nFinancial and Commodity Market Trends', '', '', '', '', '', '', '', '', '']","['Quotes included - - Delivery this week on the Illinois River (Joliet) 135 pct of tariff bid/140 offered, with next week same river (ex Chicago) quoted the same - both up 2-1/2 percentage points. - Next week Mississippi River (St Louis) 120 pct bid/127-1/2 offered - up five points. -', ""Next week Ohio River (Owensboro/south) 125 pct bid/132-1/2 offered - up 7-1/2 points. - On station Illinois River (south Chicago) 135 pct bid/140 offered - no comparison. - March Illinois (ex Chicago) 132-1/2 pct bid/140 offered - up 2-1/2 points. - March Ohio River bid at yesterday's traded level of"", '125 pct, offered at 132-1/2. - March lower Mississippi River (Memphis/Cairo) 112-1/2 pct bid/120 offered - no comparison. - May Illinois River (ex Chicago) 100 pct bid/107-1/2 offered - no comparison. - Sept/Nov Lower Mississippi River (Memphis/Cairo) 137-1/2 pct bid/145 offered, with Sept/Dec same section 125 pct bid/135 offered -']"
79,26,79_industrial_output_industrial production_pct,"['industrial', 'output', 'industrial production', 'pct', 'production', 'january', 'rose pct', 'production rose', 'industrial output', 'rose']","['Industrial Production Trends', '', '', '', '', '', '', '', '', '']","['the 12 months to end-January industrial production was 10.48 pct above the 12 months to end-January last year, while in calendar 1986 output was 10.89 pct above 1985. The biggest output rises in the 12 months to end-January were 23.68 pct in pharmaceuticals and 22.12 pct in machinery.', 'rate since October, the Institute said. In the 12 months to end-January industrial production was 10.48 pct above the 12 months to end-January last year while in calendar 1986 output was 10.89 pct above 1985. The biggest output rises in the 12 months to end-January were 23.68 pct in pharmaceuticals', 'U.S. FEB INDUSTRIAL PRODUCTION ROSE 0.5 PCT U.S. industrial production rose 0.5 pct in February after a revised 0.1 pct increase in January, the Federal Reserve Board said. The Fed previously said industrial production rose 0.4 pct in January. The Fed said the February gain was dominated by a sharp']"
80,25,80_corn_soviet_tonnes corn_ussr,"['corn', 'soviet', 'tonnes corn', 'ussr', 'mln tonnes', 'soviet union', 'tonnes', 'yugoslav', 'union', 'grain']","[""Soviet Union's corn purchases from Yugoslavia"", '', '', '', '', '', '', '', '', '']","['USSR HEAVY BUYERS OF YUGOSLAV CORN-U.S. REPORT The Soviet Union has been a heavy buyer of Yugoslav corn since October, purchasing close to 1.5 mln tonnes in the 1986/87 marketing year, according to a report from the U.S. agriculture counselor in Belgrade. Approximately 1.5 mln tonnes of Yugoslav corn have', 'the capitalists"" and buy corn before prices get too high, the official said. ""As soon as they need corn, they\'ll buy it,"" he added. USDA has confirmed one mln tonnes of corn sold to the Soviet Union, but both U.S. and Soviet analysts have said the purchases stand at 1.5', 'were probably behind the recent pick-up in Soviet purchases of U.S. Corn. It noted that an additional one mln tonnes of U.S. Corn had been bought recently by the Soviet Union.']"
81,25,81_japan_trade_trade surplus_surplus,"['japan', 'trade', 'trade surplus', 'surplus', 'japanese', 'japanese trade', 'channon', 'said japan', 'term', 'channon said']","['Japanese Trade Surplus', '', '', '', '', '', '', '', '', '']","['BAKER SEES LOWER JAPANESE TRADE SURPLUS U.S. Treasury Secretary James Baker said the Japanese trade surplus would begin to decline this year. He told the National Newspaper Association ""You\'re going to see a reduction in the Japanese trade surplus -- some of it this year"". But he said the reduction', ""BANK OF JAPAN CALLS FOR LONG-TERM EFFORTS ON TRADE The short-term effect of foreign exchange rate movements in correcting international trade imbalances appears to be waning, and long-term efforts are required to cut Japan's chronic dependence on external demand, the Bank of Japan said in a monthly report. Japan's trade"", ""BANK OF JAPAN CALLS FOR LONG-TERM EFFORTS ON TRADE The short-term effect of foreign exchange rate movements in correcting international trade imbalances appears to be waning, and long-term efforts are required to cut Japan's chronic dependence on external demand, the Bank of Japan said in a monthly report. Japan's trade""]"
82,25,82_unemployment_february_jobless_january,"['unemployment', 'february', 'jobless', 'january', 'number', 'seasonally adjusted', 'seasonally', 'pct', 'employment', 'adjusted']","['Unemployment rates for February in various countries', '', '', '', '', '', '', '', '', '']","[""DANISH UNEMPLOYMENT RISES TO 7.9 PCT IN JANUARY Denmark's seasonally adjusted unemployment rate rose to 7.9 pct of the workforce in January from 7.8 pct in December, unchanged from January 1986, the National Statistics Office said. The total of unemployed in January was 216,200 against 212,200 in December and 216,600"", ""AUSTRALIAN UNEMPLOYMENT EASES IN FEBRUARY Australia's seasonally-adjusted unemployment rate eased to 8.2 pct of the estimated workforce in February from 8.3 pct in January, compared with 7.9 pct a year earlier, the Statistics Bureau said. The number of unemployed declined to 632,100 from 638,300 in January, against 594,500 in February"", ""CANADA FEBRUARY UNEMPLOYMENT 9.6 PCT Canada's February unemployment rate, seasonally adjusted, fell to 9.6 pct from 9.7 pct in January, Statistics Canada said. The rate was 9.8 pct in February last year. Seasonally adjusted employment in February was 11,777,000, compared with 11,747,000 in January, while unemployment slipped to 1,252,000 from""]"
83,23,83_prime rate_prime_pct_rate pct,"['prime rate', 'prime', 'pct', 'rate pct', 'rate', 'cuts', 'coupon', 'tomorrow', 'pct effective', 'pct pct']","['Canadian banks lower prime rates', '', '', '', '', '', '', '', '', '']","['TORONTO DOMINION BANK CUTS PRIME RATE TO 8-3/4 PCT FROM 9-1/4 PCT - TOMORROW TORONTO DOMINION BANK CUTS PRIME RATE TO 8-3/4 PCT FROM 9-1/4 PCT - TOMORROW', 'BANK OF NOVA SCOTIA CUTS PRIME RATE TO 8-3/4 PCT FROM 9-1/4 PCT, EFFECTIVE TOMORROW BANK OF NOVA SCOTIA CUTS PRIME RATE TO 8-3/4 PCT FROM 9-1/4 PCT, EFFECTIVE TOMORROW', 'BANK OF MONTREAL CUTS PRIME RATE TO 8-3/4 PCT FROM 9-1/4 PCT, EFFECTIVE FRIDAY BANK OF MONTREAL CUTS PRIME RATE TO 8-3/4 PCT FROM 9-1/4 PCT, EFFECTIVE FRIDAY']"
84,23,84_borrowings_fed_discount_week,"['borrowings', 'fed', 'discount', 'week', 'says bank', 'mln dlrs', 'fed says', 'dlrs day', 'discount window', 'window']","['Federal Reserve borrowings', '', '', '', '', '', '', '', '', '']","['U.S. BANK DISCOUNT BORROWINGS 310 MLN DLRS U.S. bank discount window borrowings less extended credits averaged 310 mln dlrs in the week to Wednesday February 25, the Federal Reserve said. The Fed said that overall borrowings in the week fell 131 mln dlrs to 614 mln dlrs, with extended credits', 'U.S. BANK DISCOUNT BORROWINGS AVERAGE 310 MLN DLRS IN FEB 25 WEEK, FED SAYS U.S. BANK DISCOUNT BORROWINGS AVERAGE 310 MLN DLRS IN FEB 25 WEEK, FED SAYS', 'U.S. BANK DISCOUNT BORROWINGS AVERAGE 148 MLN DLRS A DAY IN MARCH 11 WEEK, FED SAYS U.S. BANK DISCOUNT BORROWINGS AVERAGE 148 MLN DLRS A DAY IN MARCH 11 WEEK, FED SAYS']"
85,22,85_yen_miyazawa_necessarily_dollar,"['yen', 'miyazawa', 'necessarily', 'dollar', 'stability', 'currency stability', 'dollar yen', 'satisfactory', 'currency', 'kiichi miyazawa']","['Japanese currency stability concerns', '', '', '', '', '', '', '', '', '']","['senior bank official said, but declined to be more specific. Finance Minister Kiichi Miyazawa told parliament on Friday the current dollar/yen exchange rate is not necessarily satisfactory for the Japanese economy. Asked what factors might destabilize the markets, the official cited a lessening of market fear about intervention, a completely', 'MIYAZAWA SAYS PRESENT YEN NOT NECESSARILY IDEAL Finance Minister Kiichi Miyazawa told a parliamentary session the current dollar/yen exchange rate is not necessarily satisfactory for the Japanese economy. Miyazawa said the Paris currency accord among six major industrial nations last month does not necessarily mean the yen should stay stable', 'MIYAZAWA SAYS PRESENT YEN NOT NECESSARILY IDEAL Finance Minister Kiichi Miyazawa told a parliamentary session the current dollar/yen exchange rate is not necessarily satisfactory for the Japanese economy. Miyazawa said the Paris currency accord among six major industrial nations last month does not necessarily mean the yen should stay stable']"
